listing_id,brand,category,gender,gender_source,gender_conflict_flag,material,size,condition,condition_token,age_months,age_bin_token,older_listing_flag,listing_lifecycle_action,age_policy_override_applied,original_price,provider_price,tier_primary,deviation_M,condition_penalty,age_penalty,deviation_penalty,total_penalty,final_quality_score_0_100,final_listing_decision,decision_label,effective_listing_decision,effective_decision_label,final_reviewer_note,listing_parent_id,gender_variant_type,gender_policy_override_applied,gender_policy_reason
L0080,Anita Dongre,Ethnic Wear,Unisex,category_derived,0,Silk,S,Like New,2,10,4,1,needs_reapproval_or_removal,1,19499,2350,Tier 5,2.1739,8,12,5,25,75,Approve,0,Review,1,Condition penalty -8; Age penalty -12; Price deviation penalty -5,L0080,base,0,allowed_gender_selection
L0080__G_WOMEN,Anita Dongre,Ethnic Wear,Women,user_selected,0,Silk,S,Like New,2,10,4,1,needs_reapproval_or_removal,1,19499,2350,Tier 5,2.1739,8,12,5,25,75,Approve,0,Review,1,Condition penalty -8; Age penalty -12; Price deviation penalty -5,L0080,explicit_women_allowed,0,allowed_gender_selection
L0080__G_MEN,Anita Dongre,Ethnic Wear,Men,user_selected,0,Silk,S,Like New,2,10,4,1,needs_reapproval_or_removal,1,19499,2350,Tier 5,2.1739,8,12,5,25,75,Approve,0,Review,1,Condition penalty -8; Age penalty -12; Price deviation penalty -5,L0080,explicit_men_allowed,0,allowed_gender_selection
L0081,FBB,Kurta,Unisex,category_derived,0,Cotton,M,Used,3,9,3,0,active_current_cycle,0,999,100,Tier 1,233.3333,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,L0081,base,0,allowed_gender_selection
L0081__G_WOMEN,FBB,Kurta,Women,user_selected,0,Cotton,M,Used,3,9,3,0,active_current_cycle,0,999,100,Tier 1,233.3333,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,L0081,explicit_women_allowed,0,allowed_gender_selection
L0081__G_MEN,FBB,Kurta,Men,user_selected,0,Cotton,M,Used,3,9,3,0,active_current_cycle,0,999,100,Tier 1,233.3333,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,L0081,explicit_men_allowed,0,allowed_gender_selection
L0082,Aurelia,Ethnic Wear,Unisex,category_derived,0,Cotton,M,Used,3,6,2,0,active_current_cycle,0,1199,150,Tier 1,200.0,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45,L0082,base,0,allowed_gender_selection
L0082__G_WOMEN,Aurelia,Ethnic Wear,Women,user_selected,0,Cotton,M,Used,3,6,2,0,active_current_cycle,0,1199,150,Tier 1,200.0,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45,L0082,explicit_women_allowed,0,allowed_gender_selection
L0082__G_MEN,Aurelia,Ethnic Wear,Men,user_selected,0,Cotton,M,Used,3,6,2,0,active_current_cycle,0,1199,150,Tier 1,200.0,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45,L0082,explicit_men_allowed,0,allowed_gender_selection
L0083,Bewakoof,Top,Women,category_derived,0,Polyester,XS,Like New,2,5,2,0,active_current_cycle,0,799,110,Tier 1,175.0,8,4,45,57,43,Reject,2,Reject,2,Condition penalty -8; Age penalty -4; Price deviation penalty -45,L0083,base,0,allowed_gender_selection
L0083__G_MEN,Bewakoof,Top,Men,user_selected,1,Polyester,XS,Like New,2,5,2,0,active_current_cycle,0,799,110,Tier 1,175.0,8,4,45,57,43,Reject,2,Reject,2,Condition penalty -8; Age penalty -4; Price deviation penalty -45,L0083,explicit_men_conflict,0,gender_conflict_but_reject_already_applied
L0084,Style Bazaar,Top,Women,category_derived,0,Polyester,XL,Used,3,8,3,0,active_current_cycle,0,299,30,Tier 1,200.0,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,L0084,base,0,allowed_gender_selection
L0084__G_MEN,Style Bazaar,Top,Men,user_selected,1,Polyester,XL,Used,3,8,3,0,active_current_cycle,0,299,30,Tier 1,200.0,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,L0084,explicit_men_conflict,0,gender_conflict_but_reject_already_applied
L0085,Rangriti,Kurta,Unisex,category_derived,0,Cotton,M,New,1,3,1,0,active_current_cycle,0,699,90,Tier 1,125.0,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45,L0085,base,0,allowed_gender_selection
L0085__G_WOMEN,Rangriti,Kurta,Women,user_selected,0,Cotton,M,New,1,3,1,0,active_current_cycle,0,699,90,Tier 1,125.0,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45,L0085,explicit_women_allowed,0,allowed_gender_selection
L0085__G_MEN,Rangriti,Kurta,Men,user_selected,0,Cotton,M,New,1,3,1,0,active_current_cycle,0,699,90,Tier 1,125.0,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45,L0085,explicit_men_allowed,0,allowed_gender_selection
L0086,Flying Machine,Jeans,Unisex,category_derived,0,Denim,L,Used,3,9,3,0,active_current_cycle,0,3199,420,Tier 3,180.0,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,L0086,base,0,allowed_gender_selection
L0086__G_WOMEN,Flying Machine,Jeans,Women,user_selected,0,Denim,L,Used,3,9,3,0,active_current_cycle,0,3199,420,Tier 3,180.0,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,L0086,explicit_women_allowed,0,allowed_gender_selection
L0086__G_MEN,Flying Machine,Jeans,Men,user_selected,0,Denim,L,Used,3,9,3,0,active_current_cycle,0,3199,420,Tier 3,180.0,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,L0086,explicit_men_allowed,0,allowed_gender_selection
L0087,Mufti,Shirt,Unisex,category_derived,0,Linen,M,Used,3,11,4,1,needs_reapproval_or_removal,0,3499,300,Tier 3,87.5,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45,L0087,base,0,allowed_gender_selection
L0087__G_WOMEN,Mufti,Shirt,Women,user_selected,0,Linen,M,Used,3,11,4,1,needs_reapproval_or_removal,0,3499,300,Tier 3,87.5,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45,L0087,explicit_women_allowed,0,allowed_gender_selection
L0087__G_MEN,Mufti,Shirt,Men,user_selected,0,Linen,M,Used,3,11,4,1,needs_reapproval_or_removal,0,3499,300,Tier 3,87.5,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45,L0087,explicit_men_allowed,0,allowed_gender_selection
L0088,Suta,Saree,Women,category_derived,0,Linen,M,Like New,2,6,2,0,active_current_cycle,0,3499,440,Tier 3,46.6667,8,4,30,42,58,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -30,L0088,base,0,allowed_gender_selection
L0088__G_MEN,Suta,Saree,Men,user_selected,1,Linen,M,Like New,2,6,2,0,active_current_cycle,0,3499,440,Tier 3,46.6667,8,4,30,42,58,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -30,L0088,explicit_men_conflict,1,gender_category_conflict_review
L0089,H&M,Dress,Women,category_derived,0,Silk,S,Like New,2,6,2,0,active_current_cycle,0,1499,180,Tier 2,100.0,8,4,45,57,43,Reject,2,Reject,2,Condition penalty -8; Age penalty -4; Price deviation penalty -45,L0089,base,0,allowed_gender_selection
L0089__G_MEN,H&M,Dress,Men,user_selected,1,Silk,S,Like New,2,6,2,0,active_current_cycle,0,1499,180,Tier 2,100.0,8,4,45,57,43,Reject,2,Reject,2,Condition penalty -8; Age penalty -4; Price deviation penalty -45,L0089,explicit_men_conflict,0,gender_conflict_but_reject_already_applied
L0090,Zara,Dress,Women,category_derived,0,Linen,S,New,1,2,1,0,active_current_cycle,0,6990,1050,Tier 4,23.5294,0,0,20,20,80,Review,1,Review,1,Price deviation penalty -20,L0090,base,0,allowed_gender_selection
L0090__G_MEN,Zara,Dress,Men,user_selected,1,Linen,S,New,1,2,1,0,active_current_cycle,0,6990,1050,Tier 4,23.5294,0,0,20,20,80,Review,1,Review,1,Price deviation penalty -20,L0090,explicit_men_conflict,1,gender_category_conflict_review
L0091,Forever 21,Top,Women,category_derived,0,Cotton,S,Like New,2,5,2,0,active_current_cycle,0,1500,225,Tier 2,150.0,8,4,45,57,43,Reject,2,Reject,2,Condition penalty -8; Age penalty -4; Price deviation penalty -45,L0091,base,0,allowed_gender_selection
L0091__G_MEN,Forever 21,Top,Men,user_selected,1,Cotton,S,Like New,2,5,2,0,active_current_cycle,0,1500,225,Tier 2,150.0,8,4,45,57,43,Reject,2,Reject,2,Condition penalty -8; Age penalty -4; Price deviation penalty -45,L0091,explicit_men_conflict,0,gender_conflict_but_reject_already_applied
L0092,Highlander,Top,Women,category_derived,0,Cotton,XL,Like New,2,2,1,0,active_current_cycle,0,599,80,Tier 1,166.6667,8,0,45,53,47,Reject,2,Reject,2,Condition penalty -8; Price deviation penalty -45,L0092,base,0,allowed_gender_selection
L0092__G_MEN,Highlander,Top,Men,user_selected,1,Cotton,XL,Like New,2,2,1,0,active_current_cycle,0,599,80,Tier 1,166.6667,8,0,45,53,47,Reject,2,Reject,2,Condition penalty -8; Price deviation penalty -45,L0092,explicit_men_conflict,0,gender_conflict_but_reject_already_applied
L0093,Prada,Dress,Women,category_derived,0,Silk,M,Like New,2,8,3,0,active_current_cycle,0,75499,8250,Tier 5,0.0,8,8,0,16,84,Approve,0,Approve,0,Condition penalty -8; Age penalty -8,L0093,base,0,allowed_gender_selection
L0093__G_MEN,Prada,Dress,Men,user_selected,1,Silk,M,Like New,2,8,3,0,active_current_cycle,0,75499,8250,Tier 5,0.0,8,8,0,16,84,Approve,0,Review,1,Condition penalty -8; Age penalty -8,L0093,explicit_men_conflict,1,gender_category_conflict_review
L0094,Soch,Ethnic Wear,Unisex,category_derived,0,Silk,S,Like New,2,4,2,0,active_current_cycle,0,1499,205,Tier 2,105.0,8,4,45,57,43,Reject,2,Reject,2,Condition penalty -8; Age penalty -4; Price deviation penalty -45,L0094,base,0,allowed_gender_selection
L0094__G_WOMEN,Soch,Ethnic Wear,Women,user_selected,0,Silk,S,Like New,2,4,2,0,active_current_cycle,0,1499,205,Tier 2,105.0,8,4,45,57,43,Reject,2,Reject,2,Condition penalty -8; Age penalty -4; Price deviation penalty -45,L0094,explicit_women_allowed,0,allowed_gender_selection
L0094__G_MEN,Soch,Ethnic Wear,Men,user_selected,0,Silk,S,Like New,2,4,2,0,active_current_cycle,0,1499,205,Tier 2,105.0,8,4,45,57,43,Reject,2,Reject,2,Condition penalty -8; Age penalty -4; Price deviation penalty -45,L0094,explicit_men_allowed,0,allowed_gender_selection
L0095,Neeru's,Ethnic Wear,Unisex,category_derived,0,Silk,M,Like New,2,7,3,0,active_current_cycle,0,14999,1850,Tier 4,32.1429,8,8,20,36,64,Review,1,Review,1,Condition penalty -8; Age penalty -8; Price deviation penalty -20,L0095,base,0,allowed_gender_selection
L0095__G_WOMEN,Neeru's,Ethnic Wear,Women,user_selected,0,Silk,M,Like New,2,7,3,0,active_current_cycle,0,14999,1850,Tier 4,32.1429,8,8,20,36,64,Review,1,Review,1,Condition penalty -8; Age penalty -8; Price deviation penalty -20,L0095,explicit_women_allowed,0,allowed_gender_selection
L0095__G_MEN,Neeru's,Ethnic Wear,Men,user_selected,0,Silk,M,Like New,2,7,3,0,active_current_cycle,0,14999,1850,Tier 4,32.1429,8,8,20,36,64,Review,1,Review,1,Condition penalty -8; Age penalty -8; Price deviation penalty -20,L0095,explicit_men_allowed,0,allowed_gender_selection
L0096,Meena Bazaar,Ethnic Wear,Unisex,category_derived,0,Silk,S,New,1,4,2,0,active_current_cycle,0,12999,1720,Tier 4,14.6667,0,4,12,16,84,Approve,0,Approve,0,Age penalty -4; Price deviation penalty -12,L0096,base,0,allowed_gender_selection
L0096__G_WOMEN,Meena Bazaar,Ethnic Wear,Women,user_selected,0,Silk,S,New,1,4,2,0,active_current_cycle,0,12999,1720,Tier 4,14.6667,0,4,12,16,84,Approve,0,Approve,0,Age penalty -4; Price deviation penalty -12,L0096,explicit_women_allowed,0,allowed_gender_selection
L0096__G_MEN,Meena Bazaar,Ethnic Wear,Men,user_selected,0,Silk,S,New,1,4,2,0,active_current_cycle,0,12999,1720,Tier 4,14.6667,0,4,12,16,84,Approve,0,Approve,0,Age penalty -4; Price deviation penalty -12,L0096,explicit_men_allowed,0,allowed_gender_selection
L0097,Sabyasachi,Lehenga,Women,category_derived,0,Silk,L,Like New,2,8,3,0,active_current_cycle,0,51999,7150,Tier 5,17.2131,8,8,12,28,72,Approve,0,Approve,0,Condition penalty -8; Age penalty -8; Price deviation penalty -12,L0097,base,0,allowed_gender_selection
L0097__G_MEN,Sabyasachi,Lehenga,Men,user_selected,1,Silk,L,Like New,2,8,3,0,active_current_cycle,0,51999,7150,Tier 5,17.2131,8,8,12,28,72,Approve,0,Review,1,Condition penalty -8; Age penalty -8; Price deviation penalty -12,L0097,explicit_men_conflict,1,gender_category_conflict_review
L0098,Rohit Bal,Ethnic Wear,Unisex,category_derived,0,Silk,L,Like New,2,5,2,0,active_current_cycle,0,49999,6350,Tier 5,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0098,base,0,allowed_gender_selection
L0098__G_WOMEN,Rohit Bal,Ethnic Wear,Women,user_selected,0,Silk,L,Like New,2,5,2,0,active_current_cycle,0,49999,6350,Tier 5,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0098,explicit_women_allowed,0,allowed_gender_selection
L0098__G_MEN,Rohit Bal,Ethnic Wear,Men,user_selected,0,Silk,L,Like New,2,5,2,0,active_current_cycle,0,49999,6350,Tier 5,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,L0098,explicit_men_allowed,0,allowed_gender_selection
L0099,W for Woman,Ethnic Wear,Unisex,category_derived,0,Silk,S,Used,3,7,3,0,active_current_cycle,0,1199,135,Tier 1,170.0,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,L0099,base,0,allowed_gender_selection
L0099__G_WOMEN,W for Woman,Ethnic Wear,Women,user_selected,0,Silk,S,Used,3,7,3,0,active_current_cycle,0,1199,135,Tier 1,170.0,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,L0099,explicit_women_allowed,0,allowed_gender_selection
L0099__G_MEN,W for Woman,Ethnic Wear,Men,user_selected,0,Silk,S,Used,3,7,3,0,active_current_cycle,0,1199,135,Tier 1,170.0,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,L0099,explicit_men_allowed,0,allowed_gender_selection
L0100,Armani,Ethnic Wear,Unisex,category_derived,0,Polyester,L,New,1,2,1,0,active_current_cycle,0,85000,12100,Tier 5,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0100,base,0,allowed_gender_selection
L0100__G_WOMEN,Armani,Ethnic Wear,Women,user_selected,0,Polyester,L,New,1,2,1,0,active_current_cycle,0,85000,12100,Tier 5,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0100,explicit_women_allowed,0,allowed_gender_selection
L0100__G_MEN,Armani,Ethnic Wear,Men,user_selected,0,Polyester,L,New,1,2,1,0,active_current_cycle,0,85000,12100,Tier 5,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,L0100,explicit_men_allowed,0,allowed_gender_selection
L0101,Rangriti,Kurta,Unisex,category_derived,0,Cotton,M,New,1,3,1,0,active_current_cycle,0,699,65,Tier 1,62.5,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45,L0101,base,0,allowed_gender_selection
L0101__G_WOMEN,Rangriti,Kurta,Women,user_selected,0,Cotton,M,New,1,3,1,0,active_current_cycle,0,699,65,Tier 1,62.5,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45,L0101,explicit_women_allowed,0,allowed_gender_selection
L0101__G_MEN,Rangriti,Kurta,Men,user_selected,0,Cotton,M,New,1,3,1,0,active_current_cycle,0,699,65,Tier 1,62.5,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45,L0101,explicit_men_allowed,0,allowed_gender_selection
L0102,Style Bazaar,Top,Women,category_derived,0,Polyester,XL,Used,3,8,3,0,active_current_cycle,0,299,20,Tier 1,100.0,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,L0102,base,0,allowed_gender_selection
L0102__G_MEN,Style Bazaar,Top,Men,user_selected,1,Polyester,XL,Used,3,8,3,0,active_current_cycle,0,299,20,Tier 1,100.0,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,L0102,explicit_men_conflict,0,gender_conflict_but_reject_already_applied
L0103,Soch,Ethnic Wear,Unisex,category_derived,0,Cotton,XS,Used,3,9,3,0,active_current_cycle,0,799,35,Tier 1,16.6667,18,8,12,38,62,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -12,L0103,base,0,allowed_gender_selection
L0103__G_WOMEN,Soch,Ethnic Wear,Women,user_selected,0,Cotton,XS,Used,3,9,3,0,active_current_cycle,0,799,35,Tier 1,16.6667,18,8,12,38,62,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -12,L0103,explicit_women_allowed,0,allowed_gender_selection
L0103__G_MEN,Soch,Ethnic Wear,Men,user_selected,0,Cotton,XS,Used,3,9,3,0,active_current_cycle,0,799,35,Tier 1,16.6667,18,8,12,38,62,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -12,L0103,explicit_men_allowed,0,allowed_gender_selection
L0104,AND,Dress,Women,category_derived,0,Cotton,M,Like New,2,5,2,0,active_current_cycle,0,4999,510,Tier 3,27.5,8,4,20,32,68,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -20,L0104,base,0,allowed_gender_selection
L0104__G_MEN,AND,Dress,Men,user_selected,1,Cotton,M,Like New,2,5,2,0,active_current_cycle,0,4999,510,Tier 3,27.5,8,4,20,32,68,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -20,L0104,explicit_men_conflict,1,gender_category_conflict_review
L0105,House of Masaba,Saree,Women,category_derived,0,Silk,M,Like New,2,7,3,0,active_current_cycle,0,13499,1500,Tier 4,25.0,8,8,20,36,64,Review,1,Review,1,Condition penalty -8; Age penalty -8; Price deviation penalty -20,L0105,base,0,allowed_gender_selection
L0105__G_MEN,House of Masaba,Saree,Men,user_selected,1,Silk,M,Like New,2,7,3,0,active_current_cycle,0,13499,1500,Tier 4,25.0,8,8,20,36,64,Review,1,Review,1,Condition penalty -8; Age penalty -8; Price deviation penalty -20,L0105,explicit_men_conflict,1,gender_category_conflict_review
L0106,Nicobar,Dress,Women,category_derived,0,Linen,S,New,1,3,1,0,active_current_cycle,0,7999,1000,Tier 4,5.2632,0,0,5,5,95,Approve,0,Approve,0,Price deviation penalty -5,L0106,base,0,allowed_gender_selection
L0106__G_MEN,Nicobar,Dress,Men,user_selected,1,Linen,S,New,1,3,1,0,active_current_cycle,0,7999,1000,Tier 4,5.2632,0,0,5,5,95,Approve,0,Review,1,Price deviation penalty -5,L0106,explicit_men_conflict,1,gender_category_conflict_review
L0107,Zara,Dress,Women,category_derived,0,Linen,L,New,1,2,1,0,active_current_cycle,0,9999,1320,Tier 4,10.0,0,0,5,5,95,Approve,0,Approve,0,Price deviation penalty -5,L0107,base,0,allowed_gender_selection
L0107__G_MEN,Zara,Dress,Men,user_selected,1,Linen,L,New,1,2,1,0,active_current_cycle,0,9999,1320,Tier 4,10.0,0,0,5,5,95,Approve,0,Review,1,Price deviation penalty -5,L0107,explicit_men_conflict,1,gender_category_conflict_review
L0108,Armani,Jacket,Unisex,category_derived,0,Leather,S,Used,3,11,4,1,needs_reapproval_or_removal,0,45459,3700,Tier 5,8.8235,18,12,5,35,65,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -5,L0108,base,0,allowed_gender_selection
L0108__G_WOMEN,Armani,Jacket,Women,user_selected,0,Leather,S,Used,3,11,4,1,needs_reapproval_or_removal,0,45459,3700,Tier 5,8.8235,18,12,5,35,65,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -5,L0108,explicit_women_allowed,0,allowed_gender_selection
L0108__G_MEN,Armani,Jacket,Men,user_selected,0,Leather,S,Used,3,11,4,1,needs_reapproval_or_removal,0,45459,3700,Tier 5,8.8235,18,12,5,35,65,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -5,L0108,explicit_men_allowed,0,allowed_gender_selection
L0109,Zudio,Top,Women,category_derived,0,Cotton,S,Like New,2,4,2,0,active_current_cycle,0,599,40,Tier 1,33.3333,8,4,20,32,68,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -20,L0109,base,0,allowed_gender_selection
L0109__G_MEN,Zudio,Top,Men,user_selected,1,Cotton,S,Like New,2,4,2,0,active_current_cycle,0,599,40,Tier 1,33.3333,8,4,20,32,68,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -20,L0109,explicit_men_conflict,1,gender_category_conflict_review
L0110,Easybuy,Shirt,Unisex,category_derived,0,Polyester,M,Used,3,8,3,0,active_current_cycle,0,699,40,Tier 1,100.0,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,L0110,base,0,allowed_gender_selection
L0110__G_WOMEN,Easybuy,Shirt,Women,user_selected,0,Polyester,M,Used,3,8,3,0,active_current_cycle,0,699,40,Tier 1,100.0,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,L0110,explicit_women_allowed,0,allowed_gender_selection
L0110__G_MEN,Easybuy,Shirt,Men,user_selected,0,Polyester,M,Used,3,8,3,0,active_current_cycle,0,699,40,Tier 1,100.0,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,L0110,explicit_men_allowed,0,allowed_gender_selection
L0111,W for Woman,Saree,Women,category_derived,0,Silk,M,New,1,2,1,0,active_current_cycle,0,2499,330,Tier 2,65.0,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45,L0111,base,0,allowed_gender_selection
L0111__G_MEN,W for Woman,Saree,Men,user_selected,1,Silk,M,New,1,2,1,0,active_current_cycle,0,2499,330,Tier 2,65.0,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45,L0111,explicit_men_conflict,0,gender_conflict_but_reject_already_applied
L0112,Zudio,Shirt,Unisex,category_derived,0,Cotton,M,New,1,1,1,0,active_current_cycle,0,399,30,Tier 1,50.0,0,0,30,30,70,Review,1,Review,1,Price deviation penalty -30,L0112,base,0,allowed_gender_selection
L0112__G_WOMEN,Zudio,Shirt,Women,user_selected,0,Cotton,M,New,1,1,1,0,active_current_cycle,0,399,30,Tier 1,50.0,0,0,30,30,70,Review,1,Review,1,Price deviation penalty -30,L0112,explicit_women_allowed,0,allowed_gender_selection
L0112__G_MEN,Zudio,Shirt,Men,user_selected,0,Cotton,M,New,1,1,1,0,active_current_cycle,0,399,30,Tier 1,50.0,0,0,30,30,70,Review,1,Review,1,Price deviation penalty -30,L0112,explicit_men_allowed,0,allowed_gender_selection
L0113,Easybuy,Top,Women,category_derived,0,Polyester,S,Like New,2,3,1,0,active_current_cycle,0,499,35,Tier 1,16.6667,8,0,12,20,80,Approve,0,Approve,0,Condition penalty -8; Price deviation penalty -12,L0113,base,0,allowed_gender_selection
L0113__G_MEN,Easybuy,Top,Men,user_selected,1,Polyester,S,Like New,2,3,1,0,active_current_cycle,0,499,35,Tier 1,16.6667,8,0,12,20,80,Approve,0,Review,1,Condition penalty -8; Price deviation penalty -12,L0113,explicit_men_conflict,1,gender_category_conflict_review
L0114,GAP,Jeans,Unisex,category_derived,0,Denim,L,Used,3,11,4,1,needs_reapproval_or_removal,0,5999,335,Tier 4,11.6667,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12,L0114,base,0,allowed_gender_selection
L0114__G_WOMEN,GAP,Jeans,Women,user_selected,0,Denim,L,Used,3,11,4,1,needs_reapproval_or_removal,0,5999,335,Tier 4,11.6667,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12,L0114,explicit_women_allowed,0,allowed_gender_selection
L0114__G_MEN,GAP,Jeans,Men,user_selected,0,Denim,L,Used,3,11,4,1,needs_reapproval_or_removal,0,5999,335,Tier 4,11.6667,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12,L0114,explicit_men_allowed,0,allowed_gender_selection
L0115,American Eagle,Jeans,Unisex,category_derived,0,Denim,XS,Used,3,8,3,0,active_current_cycle,0,8499,550,Tier 4,10.0,18,8,5,31,69,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -5,L0115,base,0,allowed_gender_selection
L0115__G_WOMEN,American Eagle,Jeans,Women,user_selected,0,Denim,XS,Used,3,8,3,0,active_current_cycle,0,8499,550,Tier 4,10.0,18,8,5,31,69,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -5,L0115,explicit_women_allowed,0,allowed_gender_selection
L0115__G_MEN,American Eagle,Jeans,Men,user_selected,0,Denim,XS,Used,3,8,3,0,active_current_cycle,0,8499,550,Tier 4,10.0,18,8,5,31,69,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -5,L0115,explicit_men_allowed,0,allowed_gender_selection
L0116,Under Armour,Activewear,Unisex,category_derived,0,Polyester,M,New,1,3,1,0,active_current_cycle,0,6999,800,Tier 4,6.6667,0,0,5,5,95,Approve,0,Approve,0,Price deviation penalty -5,L0116,base,0,allowed_gender_selection
L0116__G_WOMEN,Under Armour,Activewear,Women,user_selected,0,Polyester,M,New,1,3,1,0,active_current_cycle,0,6999,800,Tier 4,6.6667,0,0,5,5,95,Approve,0,Approve,0,Price deviation penalty -5,L0116,explicit_women_allowed,0,allowed_gender_selection
L0116__G_MEN,Under Armour,Activewear,Men,user_selected,0,Polyester,M,New,1,3,1,0,active_current_cycle,0,6999,800,Tier 4,6.6667,0,0,5,5,95,Approve,0,Approve,0,Price deviation penalty -5,L0116,explicit_men_allowed,0,allowed_gender_selection
L0117,Anita Dongre,Lehenga,Women,category_derived,0,Silk,S,Like New,2,10,4,1,needs_reapproval_or_removal,1,19499,1950,Tier 5,0.0,8,12,0,20,80,Approve,0,Review,1,Condition penalty -8; Age penalty -12,L0117,base,0,allowed_gender_selection
L0117__G_MEN,Anita Dongre,Lehenga,Men,user_selected,1,Silk,S,Like New,2,10,4,1,needs_reapproval_or_removal,1,19499,1950,Tier 5,0.0,8,12,0,20,80,Approve,0,Review,1,Condition penalty -8; Age penalty -12,L0117,explicit_men_conflict,1,gender_category_conflict_review
L0118,FBB,Kurta,Unisex,category_derived,0,Cotton,M,Used,3,9,3,0,active_current_cycle,0,999,50,Tier 1,66.6667,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45,L0118,base,0,allowed_gender_selection
