listing_id,source_listing_id,data_source,brand,category,material,size,condition,condition_token,age_months,age_bin_token,older_listing_flag,original_price,provider_price,tier_primary,deviation_M,condition_penalty,age_penalty,deviation_penalty,total_penalty,rule_quality_score,rule_decision,auto_suggested_quality_score_0_100,auto_suggested_listing_decision,age_policy_applied_to_suggestion,high_deviation_flag,used_flag,premium_tier_flag,borderline_flag,priority_score,selection_reason,review_batch,review_status,reviewer_name,review_date,final_quality_score_0_100,final_listing_decision,final_reviewer_note,label_source
L1212,L0339,synthetic,Flying Machine,Jeans,Denim,M,Used,3,15,4,1,5029,217,Tier 4,0,18,16,0,34,66,Review,66,Review,0,0,1,1,1,9,older_listing_10plus|used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,66,Review,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,human_reviewed
L1227,L0322,synthetic,Tarun Tahiliani,Lehenga,Silk,M,Used,3,10,4,1,28414,3107,Tier 5,19.5,18,12,12,42,58,Review,58,Review,0,0,1,1,1,9,older_listing_10plus|used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L1313,L0229,synthetic,Jaypore,Saree,Silk,S,Used,3,14,4,1,9422,802,Tier 4,33.6667,18,16,20,54,46,Review,46,Review,0,0,1,1,1,9,older_listing_10plus|used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,46,Review,Condition penalty -18; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L1335,L0258,synthetic,Anamika Khanna,Lehenga,Silk,L,Used,3,15,4,1,24142,1637,Tier 5,0,18,16,0,34,66,Review,66,Review,0,0,1,1,1,9,older_listing_10plus|used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,66,Review,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,human_reviewed
L1359,L0219,synthetic,Global Desi,Dress,Linen,S,Used,3,14,4,1,5894,419,Tier 4,19.7143,18,16,12,46,54,Review,54,Review,0,0,1,1,1,9,older_listing_10plus|used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -18; Age penalty -16; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L1365,L0038,synthetic,Armani,Jacket,Leather,S,Used,3,13,4,1,41178,2055,Tier 5,14.375,18,16,12,46,54,Review,54,Review,0,0,1,1,1,9,older_listing_10plus|used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -18; Age penalty -16; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L1369,L0320,synthetic,Diesel,Jeans,Denim,S,Used,3,12,4,1,11449,392,Tier 4,21.6,18,12,20,50,50,Review,50,Review,0,0,1,1,1,9,older_listing_10plus|used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,50,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L1390,L0365,synthetic,Mufti,Shirt,Cotton,S,Used,3,13,4,1,6373,455,Tier 4,30,18,16,20,54,46,Review,46,Review,0,0,1,1,1,9,older_listing_10plus|used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,46,Review,Condition penalty -18; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L1400,L0117,synthetic,Anita Dongre,Lehenga,Silk,S,Used,3,13,4,1,18390,1983,Tier 5,32.2,18,16,20,54,46,Review,46,Review,0,0,1,1,1,9,older_listing_10plus|used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,46,Review,Condition penalty -18; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L1402,L0108,synthetic,Armani,Jacket,Leather,S,Used,3,15,4,1,44603,2145,Tier 5,20.5556,18,16,20,54,46,Review,46,Review,0,0,1,1,1,9,older_listing_10plus|used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,46,Review,Condition penalty -18; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L1413,L0229,synthetic,Jaypore,Saree,Silk,S,Used,3,13,4,1,8520,472,Tier 4,0,18,16,0,34,66,Review,66,Review,0,0,1,1,1,9,older_listing_10plus|used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,66,Review,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,human_reviewed
L1428,L0320,synthetic,Diesel,Jeans,Denim,S,Used,3,13,4,1,11449,544,Tier 4,0,18,16,0,34,66,Review,66,Review,0,0,1,1,1,9,older_listing_10plus|used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,66,Review,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal,human_reviewed
L1447,L0192,synthetic,Tarun Tahiliani,Saree,Silk,S,Used,3,6,2,0,72718,3492,Tier 5,39.7931,18,4,30,52,48,Review,48,Review,0,1,1,1,1,9,high_deviation_over_35|used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,48,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -30,human_reviewed
L1489,L0108,synthetic,Armani,Jacket,Leather,S,Used,3,14,4,1,47997,2001,Tier 5,31,18,16,20,54,46,Review,46,Review,0,0,1,1,1,9,older_listing_10plus|used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,46,Review,Condition penalty -18; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0385,L0118,synthetic,FBB,Kurta,Cotton,S,Used,3,10,4,1,905,326,Tier 1,986.6667,18,12,45,75,25,Reject,25,Reject,0,1,1,0,0,8,older_listing_10plus|high_deviation_over_35|used_condition,batch_01,reviewed,Anmol,3/13/26,25,Reject,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0402,L0143,synthetic,Prada,Dress,Silk,M,Like New,2,12,4,1,75472,13163,Tier 5,80.3151,8,12,45,65,35,Reject,35,Reject,0,1,0,1,0,8,older_listing_10plus|high_deviation_over_35|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,35,Reject,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0417,L0241,synthetic,GAP,Jeans,Denim,L,Like New,2,11,4,1,7600,2736,Tier 4,447.2,8,12,45,65,35,Reject,35,Reject,0,1,0,1,0,8,older_listing_10plus|high_deviation_over_35|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,35,Reject,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0469,L0222,synthetic,Pantaloons,Shirt,Cotton,L,Used,3,10,4,1,3351,1207,Tier 3,610,18,12,45,75,25,Reject,25,Reject,0,1,1,0,0,8,older_listing_10plus|high_deviation_over_35|used_condition,batch_01,reviewed,Anmol,3/13/26,25,Reject,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0475,L0097,synthetic,Sabyasachi,Lehenga,Silk,L,Like New,2,10,4,1,54540,14658,Tier 5,132.6667,8,12,45,65,35,Reject,35,Reject,0,1,0,1,0,8,older_listing_10plus|high_deviation_over_35|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,35,Reject,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0485,L0226,synthetic,Mufti,Shirt,Cotton,M,Used,3,11,4,1,4595,1655,Tier 3,727.5,18,12,45,75,25,Reject,25,Reject,0,1,1,0,0,8,older_listing_10plus|high_deviation_over_35|used_condition,batch_01,reviewed,Anmol,3/13/26,25,Reject,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0495,L0359,synthetic,Max Fashion,Jeans,Denim,M,Like New,2,10,4,1,2649,81,Tier 3,37.6923,8,12,30,50,50,Review,50,Review,0,1,0,0,1,8,older_listing_10plus|high_deviation_over_35|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,50,Review,Condition penalty -8; Age penalty -12; Price deviation penalty -30; Older listing: needs reapproval/removal,human_reviewed
L0503,L0233,synthetic,Meena Bazaar,Ethnic Wear,Silk,S,Like New,2,13,4,1,10378,3737,Tier 4,339.6471,8,16,45,69,31,Reject,31,Reject,0,1,0,1,0,8,older_listing_10plus|high_deviation_over_35|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,31,Reject,Condition penalty -8; Age penalty -16; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0554,L0079,synthetic,American Eagle,Jeans,Denim,XS,Like New,2,12,4,1,8913,3209,Tier 4,434.8333,8,12,45,65,35,Reject,35,Reject,0,1,0,1,0,8,older_listing_10plus|high_deviation_over_35|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,35,Reject,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0588,L0283,synthetic,Max Fashion,Jeans,Denim,S,Like New,2,10,4,1,2238,58,Tier 2,35.5556,8,12,30,50,50,Review,50,Review,0,1,0,0,1,8,older_listing_10plus|high_deviation_over_35|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,50,Review,Condition penalty -8; Age penalty -12; Price deviation penalty -30; Older listing: needs reapproval/removal,human_reviewed
L0662,L0278,synthetic,Rangriti,Kurta,Cotton,L,Used,3,11,4,1,1949,702,Tier 2,902.8571,18,12,45,75,25,Reject,25,Reject,0,1,1,0,0,8,older_listing_10plus|high_deviation_over_35|used_condition,batch_01,reviewed,Anmol,3/13/26,25,Reject,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0934,L0209,synthetic,Libas,Dress,Linen,S,Used,3,12,4,1,2859,1030,Tier 3,635.7143,18,12,45,75,25,Reject,25,Reject,0,1,1,0,0,8,older_listing_10plus|high_deviation_over_35|used_condition,batch_01,reviewed,Anmol,3/13/26,25,Reject,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0997,L0110,synthetic,Easybuy,Shirt,Polyester,M,Used,3,10,4,1,648,43,Tier 1,115,18,12,45,75,25,Reject,25,Reject,0,1,1,0,0,8,older_listing_10plus|high_deviation_over_35|used_condition,batch_01,reviewed,Anmol,3/13/26,25,Reject,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L1025,L0075,synthetic,Easybuy,Shirt,Polyester,M,Used,3,12,4,1,899,76,Tier 1,153.3333,18,12,45,75,25,Reject,25,Reject,0,1,1,0,0,8,older_listing_10plus|high_deviation_over_35|used_condition,batch_01,reviewed,Anmol,3/13/26,25,Reject,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L1036,L0233,synthetic,Meena Bazaar,Ethnic Wear,Silk,S,Like New,2,10,4,1,11249,4050,Tier 4,305,8,12,45,65,35,Reject,35,Reject,0,1,0,1,0,8,older_listing_10plus|high_deviation_over_35|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,35,Reject,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L1077,L0310,synthetic,Reliance Trends,Top,Cotton,M,Used,3,10,4,1,2727,340,Tier 3,142.8571,18,12,45,75,25,Reject,25,Reject,0,1,1,0,0,8,older_listing_10plus|high_deviation_over_35|used_condition,batch_01,reviewed,Anmol,3/13/26,25,Reject,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L1084,L0229,synthetic,Jaypore,Saree,Silk,S,Like New,2,15,4,1,8648,3114,Tier 4,344.8571,8,16,45,69,31,Reject,31,Reject,0,1,0,1,0,8,older_listing_10plus|high_deviation_over_35|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,31,Reject,Condition penalty -8; Age penalty -16; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L1102,L0305,synthetic,Zudio,Shirt,Polyester,M,Used,3,13,4,1,1677,133,Tier 2,121.6667,18,16,45,79,21,Reject,21,Reject,0,1,1,0,0,8,older_listing_10plus|high_deviation_over_35|used_condition,batch_01,reviewed,Anmol,3/13/26,21,Reject,Condition penalty -18; Age penalty -16; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L1241,L0158,synthetic,Fabindia,Ethnic Wear,Silk,XS,Used,3,10,4,1,2438,298,Tier 2,170.9091,18,12,45,75,25,Reject,25,Reject,0,1,1,0,0,8,older_listing_10plus|high_deviation_over_35|used_condition,batch_01,reviewed,Anmol,3/13/26,25,Reject,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L1312,L0161,synthetic,Aurelia,Kurta,Cotton,L,Used,3,12,4,1,1063,383,Tier 1,1176.6667,18,12,45,75,25,Reject,25,Reject,0,1,1,0,0,8,older_listing_10plus|high_deviation_over_35|used_condition,batch_01,reviewed,Anmol,3/13/26,25,Reject,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L1334,L0044,synthetic,Aurelia,Kurta,Cotton,S,Used,3,10,4,1,1178,102,Tier 1,155,18,12,45,75,25,Reject,25,Reject,0,1,1,0,0,8,older_listing_10plus|high_deviation_over_35|used_condition,batch_01,reviewed,Anmol,3/13/26,25,Reject,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L1342,L0209,synthetic,Libas,Dress,Linen,S,Used,3,14,4,1,2764,362,Tier 3,178.4615,18,16,45,79,21,Reject,21,Reject,0,1,1,0,0,8,older_listing_10plus|high_deviation_over_35|used_condition,batch_01,reviewed,Anmol,3/13/26,21,Reject,Condition penalty -18; Age penalty -16; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L1345,L0140,synthetic,Prada,Dress,Silk,S,Like New,2,10,4,1,98881,28960,Tier 5,163.2727,8,12,45,65,35,Reject,35,Reject,0,1,0,1,0,8,older_listing_10plus|high_deviation_over_35|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,35,Reject,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L1442,L0086,synthetic,Flying Machine,Jeans,Denim,L,Used,3,10,4,1,3542,1276,Tier 3,650.5882,18,12,45,75,25,Reject,25,Reject,0,1,1,0,0,8,older_listing_10plus|high_deviation_over_35|used_condition,batch_01,reviewed,Anmol,3/13/26,25,Reject,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L1466,L0014,synthetic,Fabindia,Kurta,Silk,M,Used,3,11,4,1,3547,356,Tier 3,122.5,18,12,45,75,25,Reject,25,Reject,0,1,1,0,0,8,older_listing_10plus|high_deviation_over_35|used_condition,batch_01,reviewed,Anmol,3/13/26,25,Reject,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0393,L0272,synthetic,Levi's,Jeans,Denim,XS,New,1,2,1,0,7282,380,Tier 4,36.6667,0,0,30,30,70,Review,70,Review,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Price deviation penalty -30,human_reviewed
L0395,L0244,synthetic,Nike,Activewear,Polyester,M,Used,3,9,3,0,10438,3758,Tier 4,526.3333,18,8,45,71,29,Reject,29,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,29,Reject,Condition penalty -18; Age penalty -8; Price deviation penalty -45,human_reviewed
L0396,L0374,synthetic,Louis Vuitton,Jacket,Leather,M,Like New,2,4,2,0,40204,6859,Tier 5,37.18,8,4,30,42,58,Review,58,Review,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -8; Age penalty -4; Price deviation penalty -30,human_reviewed
L0397,L0232,synthetic,Neeru's,Lehenga,Silk,M,New,1,3,1,0,9742,639,Tier 4,36.1,0,0,30,30,70,Review,70,Review,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Price deviation penalty -30,human_reviewed
L0406,L0297,synthetic,Anita Dongre,Lehenga,Silk,S,Like New,2,1,1,0,20595,1540,Tier 5,35.8333,8,0,30,38,62,Review,62,Review,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,62,Review,Condition penalty -8; Price deviation penalty -30,human_reviewed
L0419,L0180,synthetic,Louis Vuitton,Jacket,Leather,M,Like New,2,11,4,1,166168,13407,Tier 5,0,8,12,0,20,80,Approve,80,Review,1,0,0,1,1,7,older_listing_10plus|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,80,Review,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0430,L0323,synthetic,Rohit Bal,Ethnic Wear,Silk,S,Like New,2,15,4,1,25337,2451,Tier 5,0,8,16,0,24,76,Approve,76,Review,1,0,0,1,1,7,older_listing_10plus|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,76,Review,Condition penalty -8; Age penalty -16; Older listing: needs reapproval/removal,human_reviewed
L0433,L0238,synthetic,Nicobar,Kurta,Linen,L,Used,3,4,2,0,9092,3274,Tier 4,403.6923,18,4,45,67,33,Reject,33,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,33,Reject,Condition penalty -18; Age penalty -4; Price deviation penalty -45,human_reviewed
L0436,L0200,synthetic,Mufti,Shirt,Linen,XS,Used,3,13,4,1,3589,179,Tier 3,11.875,18,16,12,46,54,Review,54,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -18; Age penalty -16; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0441,L0168,synthetic,Mufti,Shirt,Linen,M,Used,3,12,4,1,4139,112,Tier 3,25.3333,18,12,20,50,50,Review,50,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,50,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0445,L0084,synthetic,Style Bazaar,Top,Polyester,L,Used,3,10,4,1,286,12,Tier 1,20,18,12,12,42,58,Review,58,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0454,L0369,synthetic,Tommy Hilfiger,Shirt,Cotton,M,Like New,2,11,4,1,11198,996,Tier 4,24.5,8,12,20,40,60,Review,60,Review,0,0,0,1,1,7,older_listing_10plus|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,60,Review,Condition penalty -8; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0467,L0158,synthetic,Fabindia,Ethnic Wear,Silk,XS,Used,3,12,4,1,2091,74,Tier 2,0,18,12,0,30,70,Approve,70,Review,1,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0480,L0142,synthetic,Louis Vuitton,Shirt,Linen,XS,Like New,2,9,3,0,79822,11242,Tier 5,35.4458,8,8,30,46,54,Review,54,Review,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -8; Age penalty -8; Price deviation penalty -30,human_reviewed
L0496,L0255,synthetic,Sabyasachi,Saree,Silk,S,Like New,2,14,4,1,26098,2533,Tier 5,0,8,16,0,24,76,Approve,76,Review,1,0,0,1,1,7,older_listing_10plus|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,76,Review,Condition penalty -8; Age penalty -16; Older listing: needs reapproval/removal,human_reviewed
L0500,L0140,synthetic,Prada,Dress,Silk,S,Like New,2,10,4,1,98142,9663,Tier 5,0,8,12,0,20,80,Approve,80,Review,1,0,0,1,1,7,older_listing_10plus|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,80,Review,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0506,L0050,synthetic,Fabindia,Kurta,Cotton,XL,Used,3,12,4,1,2824,154,Tier 3,28.3333,18,12,20,50,50,Review,50,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,50,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0507,L0373,synthetic,Tarun Tahiliani,Lehenga,Silk,S,Like New,2,13,4,1,32048,3726,Tier 5,12.9091,8,16,12,36,64,Review,64,Review,0,0,0,1,1,7,older_listing_10plus|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,64,Review,Condition penalty -8; Age penalty -16; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0509,L0189,synthetic,W for Woman,Ethnic Wear,Cotton,S,Used,3,10,4,1,1198,40,Tier 1,0,18,12,0,30,70,Approve,70,Review,1,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0513,L0067,synthetic,Anouk,Saree,Cotton,S,Used,3,11,4,1,2054,70,Tier 2,0,18,12,0,30,70,Approve,70,Review,1,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0516,L0114,synthetic,GAP,Jeans,Denim,L,Like New,2,14,4,1,6683,585,Tier 4,30,8,16,20,44,56,Review,56,Review,0,0,0,1,1,7,older_listing_10plus|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,56,Review,Condition penalty -8; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0522,L0161,synthetic,Aurelia,Kurta,Cotton,S,Used,3,8,3,0,1142,19,Tier 1,36.6667,18,8,30,56,44,Review,44,Review,0,1,1,0,1,7,high_deviation_over_35|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,44,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -30,human_reviewed
L0533,L0343,synthetic,Nike,Activewear,Polyester,L,Like New,2,11,4,1,8914,515,Tier 4,0,8,12,0,20,80,Approve,80,Review,1,0,0,1,1,7,older_listing_10plus|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,80,Review,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0534,L0161,synthetic,Aurelia,Kurta,Cotton,S,Used,3,10,4,1,1119,35,Tier 1,0,18,12,0,30,70,Approve,70,Review,1,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0539,L0238,synthetic,Nicobar,Kurta,Linen,L,Used,3,6,2,0,8511,3064,Tier 4,410.6667,18,4,45,67,33,Reject,33,Reject,0,1,1,1,0,7,high_deviation_over_35|used_condition|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,33,Reject,Condition penalty -18; Age penalty -4; Price deviation penalty -45,human_reviewed
L0542,L0147,synthetic,Neeru's,Lehenga,Silk,L,Like New,2,11,4,1,13565,1375,Tier 4,25,8,12,20,40,60,Review,60,Review,0,0,0,1,1,7,older_listing_10plus|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,60,Review,Condition penalty -8; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal,human_reviewed
L0549,L0358,synthetic,Libas,Dress,Linen,S,Used,3,10,4,1,4124,182,Tier 3,0,18,12,0,30,70,Approve,70,Review,1,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0556,L0123,synthetic,Sabyasachi,Lehenga,Silk,L,Like New,2,12,4,1,58451,5616,Tier 5,0,8,12,0,20,80,Approve,80,Review,1,0,0,1,1,7,older_listing_10plus|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,80,Review,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0560,L0114,synthetic,GAP,Jeans,Denim,S,Like New,2,9,3,0,5921,629,Tier 4,39.7778,8,8,30,46,54,Review,54,Review,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -8; Age penalty -8; Price deviation penalty -30,human_reviewed
L0561,L0192,synthetic,Tarun Tahiliani,Saree,Silk,S,Like New,2,6,2,0,77459,13906,Tier 5,37.6832,8,4,30,42,58,Review,58,Review,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -8; Age penalty -4; Price deviation penalty -30,human_reviewed
L0562,L0242,synthetic,American Eagle,Jeans,Denim,M,Like New,2,1,1,0,8255,420,Tier 4,35.3846,8,0,30,38,62,Review,62,Review,0,1,0,1,1,7,high_deviation_over_35|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,62,Review,Condition penalty -8; Price deviation penalty -30,human_reviewed
L0571,L0022,synthetic,Mufti,Shirt,Linen,L,Used,3,10,4,1,3707,215,Tier 3,13.1579,18,12,12,42,58,Review,58,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0576,L0022,synthetic,Mufti,Shirt,Linen,L,Used,3,10,4,1,3106,112,Tier 3,13.8462,18,12,12,42,58,Review,58,Review,0,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal,human_reviewed
L0581,L0110,synthetic,Easybuy,Shirt,Polyester,S,Used,3,11,4,1,731,20,Tier 1,0,18,12,0,30,70,Approve,70,Review,1,0,1,0,1,7,older_listing_10plus|used_condition|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,70,Review,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal,human_reviewed
