listing_id,brand,category,gender,gender_source,material,size,condition,age_months,original_price,provider_price,data_source,source_listing_id,tier_primary,base_min_pct,base_max_pct,cond_mult,age_mult,cat_mult,mat_mult,rule_min,rule_max,rule_mid,deviation_M,condition_penalty,age_penalty,deviation_penalty,total_penalty,penalties,rule_quality_score,rule_decision,quality_score_norm,freshness_score,provider_price_pct_of_original,recommendable_flag,recommendation_pool_status,catalog_priority_score
L0367,Zara,Dress,Women,category_derived,Linen,S,New,2,10000,1200,manual,L0367,Tier 4,0.09,0.11,1.0,1.0,1.05,1.03,950,1200,1075.0,0.0,0,0,0,0,cond=0|age=0|dev=0|total=0,100,Approve,1.0,0.8888888888888888,0.12,1,RECOMMENDABLE,0.961111
L0368,Adidas,Jacket,Unisex,category_derived,Polyester,L,Like New,6,11500,1000,manual,L0368,Tier 4,0.09,0.11,0.9,0.9,1.05,1.0,900,1100,1000.0,0.0,8,4,0,12,cond=8|age=4|dev=0|total=12,88,Approve,0.88,0.6666666666666667,0.08695652173913043,1,RECOMMENDABLE,0.805333
L0369,Tommy Hilfiger,Shirt,Unisex,category_derived,Cotton,M,Used,9,10500,700,manual,L0369,Tier 4,0.09,0.11,0.7,0.8,1.0,1.0,550,650,600.0,7.6923,18,8,5,31,cond=18|age=8|dev=5|total=31,69,Review,0.69,0.5,0.06666666666666667,1,RECOMMENDABLE,0.6235
L0370,Calvin Klein,Jacket,Unisex,category_derived,Leather,L,New,3,13000,2000,manual,L0370,Tier 4,0.09,0.11,1.0,1.0,1.05,1.05,1300,1600,1450.0,25.0,0,0,20,20,cond=0|age=0|dev=20|total=20,80,Review,0.8,0.8333333333333334,0.15384615384615385,1,RECOMMENDABLE,0.811667
L0371,Raw Mango,Saree,Women,category_derived,Silk,L,New,2,24000,3600,manual,L0371,Tier 5,0.11,0.14,1.0,1.0,1.1,1.05,3000,3900,3450.0,0.0,0,0,0,0,cond=0|age=0|dev=0|total=0,100,Approve,1.0,0.8888888888888888,0.15,1,RECOMMENDABLE,0.961111
L0372,Anita Dongre,Lehenga,Women,category_derived,Silk,M,Like New,6,26000,3000,manual,L0372,Tier 5,0.11,0.14,0.9,0.9,1.1,1.05,2700,3400,3050.0,0.0,8,4,0,12,cond=8|age=4|dev=0|total=12,88,Approve,0.88,0.6666666666666667,0.11538461538461539,1,RECOMMENDABLE,0.805333
L0373,Tarun Tahiliani,Lehenga,Women,category_derived,Silk,S,Used,12,29000,2000,manual,L0373,Tier 5,0.11,0.14,0.7,0.7,1.1,1.05,1800,2300,2050.0,0.0,18,12,0,30,cond=18|age=12|dev=0|total=30,70,Approve,0.7,0.33333333333333337,0.06896551724137931,1,RECOMMENDABLE,0.571667
L0374,Louis Vuitton,Jacket,Unisex,category_derived,Leather,M,New,1,35000,5200,manual,L0374,Tier 5,0.11,0.14,1.0,1.0,1.05,1.05,4200,5400,4800.0,0.0,0,0,0,0,cond=0|age=0|dev=0|total=0,100,Approve,1.0,0.9444444444444444,0.14857142857142858,1,RECOMMENDABLE,0.980556
L0375,Burberry,Jacket,Unisex,category_derived,Cotton,L,Like New,5,27000,3000,manual,L0375,Tier 5,0.11,0.14,0.9,0.9,1.05,1.0,2500,3200,2850.0,0.0,8,4,0,12,cond=8|age=4|dev=0|total=12,88,Approve,0.88,0.7222222222222222,0.1111111111111111,1,RECOMMENDABLE,0.824778
L0376,Vishal Mega Mart,Shirt,Unisex,category_derived,Polyester,S,Like New,5,1207,43,synthetic,L0328,Tier 2,0.06,0.07,0.9,0.9,1.0,1.0,60,70,65.0,28.3333,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review,0.68,0.7222222222222222,0.035625517812758904,1,RECOMMENDABLE,0.694778
L0377,Sabyasachi,Saree,Women,category_derived,Silk,L,New,1,151169,32858,synthetic,L0017,Tier 5,0.11,0.14,1.0,1.0,1.1,1.05,19200,24400,21800.0,34.6639,0,0,20,20,cond=0|age=0|dev=20|total=20,80,Review,0.8,0.9444444444444444,0.21735937923780668,1,RECOMMENDABLE,0.850556
L0378,Gucci,Jacket,Unisex,category_derived,Leather,S,Like New,1,60255,7589,synthetic,L0004,Tier 5,0.11,0.14,0.9,1.0,1.05,1.05,6600,8400,7500.0,0.0,8,0,0,8,cond=8|age=0|dev=0|total=8,92,Approve,0.92,0.9444444444444444,0.1259480541033939,1,RECOMMENDABLE,0.928556
L0379,Zudio,Top,Women,category_derived,Cotton,S,New,1,485,23,synthetic,L0053,Tier 1,0.05,0.06,1.0,1.0,1.0,1.0,20,30,25.0,0.0,0,0,0,0,cond=0|age=0|dev=0|total=0,100,Approve,1.0,0.9444444444444444,0.04742268041237113,1,RECOMMENDABLE,0.980556
L0380,Louis Vuitton,Jacket,Unisex,category_derived,Leather,M,New,1,34377,6793,synthetic,L0374,Tier 5,0.11,0.14,1.0,1.0,1.05,1.05,4200,5300,4750.0,28.1698,0,0,20,20,cond=0|age=0|dev=20|total=20,80,Review,0.8,0.9444444444444444,0.19760304854990254,1,RECOMMENDABLE,0.850556
L0381,Pantaloons,Top,Women,category_derived,Cotton,S,Like New,8,4281,244,synthetic,L0361,Tier 3,0.07,0.09,0.9,0.8,1.0,1.0,200,300,250.0,0.0,8,8,0,16,cond=8|age=8|dev=0|total=16,84,Approve,0.84,0.5555555555555556,0.056996028965195046,1,RECOMMENDABLE,0.740444
L0382,Nalli,Saree,Women,category_derived,Silk,L,Used,4,6849,312,synthetic,L0052,Tier 4,0.09,0.11,0.7,0.9,1.1,1.05,450,550,500.0,30.6667,18,4,20,42,cond=18|age=4|dev=20|total=42,58,Review,0.58,0.7777777777777778,0.04555409548839247,1,RECOMMENDABLE,0.649222
L0383,Reliance Trends,Shirt,Unisex,category_derived,Cotton,L,Like New,3,3111,236,synthetic,L0360,Tier 3,0.07,0.09,0.9,1.0,1.0,1.0,200,250,225.0,0.0,8,0,0,8,cond=8|age=0|dev=0|total=8,92,Approve,0.92,0.8333333333333334,0.07585985213757634,1,RECOMMENDABLE,0.889667
L0384,Moda Rapido,Dress,Women,category_derived,Polyester,M,Like New,10,1091,41,synthetic,L0195,Tier 1,0.05,0.06,0.9,0.8,1.05,1.0,40,50,45.0,0.0,8,12,0,20,cond=8|age=12|dev=0|total=20,80,Approve,0.8,0.4444444444444444,0.03758020164986251,1,RECOMMENDABLE,0.675556
L0386,Biba,Kurta,Unisex,category_derived,Cotton,M,Like New,6,1754,133,synthetic,L0162,Tier 2,0.06,0.07,0.9,0.9,1.0,1.0,90,100,95.0,33.0,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review,0.68,0.6666666666666667,0.0758266818700114,1,RECOMMENDABLE,0.675333
L0387,Anouk,Kurta,Unisex,category_derived,Cotton,XL,Like New,7,4797,167,synthetic,L0220,Tier 3,0.07,0.09,0.9,0.8,1.0,1.0,250,300,275.0,33.2,8,8,20,36,cond=8|age=8|dev=20|total=36,64,Review,0.64,0.6111111111111112,0.0348134250573275,1,RECOMMENDABLE,0.629889
L0388,Moda Rapido,Dress,Women,category_derived,Denim,S,Like New,1,909,47,synthetic,L0057,Tier 1,0.05,0.06,0.9,1.0,1.05,1.0,40,50,45.0,0.0,8,0,0,8,cond=8|age=0|dev=0|total=8,92,Approve,0.92,0.9444444444444444,0.0517051705170517,1,RECOMMENDABLE,0.928556
L0389,Soch,Saree,Women,category_derived,Silk,XS,Like New,5,4029,322,synthetic,L0306,Tier 3,0.07,0.09,0.9,0.9,1.1,1.05,250,350,300.0,0.0,8,4,0,12,cond=8|age=4|dev=0|total=12,88,Approve,0.88,0.7222222222222222,0.07992057582526682,1,RECOMMENDABLE,0.824778
L0390,Levi's,Jeans,Unisex,category_derived,Denim,M,Used,4,4475,220,synthetic,L0059,Tier 3,0.07,0.09,0.7,0.9,0.95,1.0,190,250,220.0,0.0,18,4,0,22,cond=18|age=4|dev=0|total=22,78,Approve,0.78,0.7777777777777778,0.049162011173184354,1,RECOMMENDABLE,0.779222
L0391,Roadster,Jeans,Unisex,category_derived,Denim,M,Like New,4,4858,308,synthetic,L0223,Tier 3,0.07,0.09,0.9,0.9,0.95,1.0,250,350,300.0,0.0,8,4,0,12,cond=8|age=4|dev=0|total=12,88,Approve,0.88,0.7777777777777778,0.06340057636887608,1,RECOMMENDABLE,0.844222
L0392,Highlander,Top,Women,category_derived,Cotton,XL,Like New,1,569,22,synthetic,L0092,Tier 1,0.05,0.06,0.9,1.0,1.0,1.0,30,30,30.0,26.6667,8,0,20,28,cond=8|age=0|dev=20|total=28,72,Review,0.72,0.9444444444444444,0.03866432337434095,1,RECOMMENDABLE,0.798556
L0393,Levi's,Jeans,Unisex,category_derived,Denim,XS,New,2,7282,380,synthetic,L0272,Tier 4,0.09,0.11,1.0,1.0,0.95,1.0,600,750,675.0,36.6667,0,0,30,30,cond=0|age=0|dev=30|total=30,70,Review,0.7,0.8888888888888888,0.052183466080747046,1,RECOMMENDABLE,0.766111
L0394,Global Desi,Ethnic Wear,Unisex,category_derived,Silk,M,Used,6,4768,211,synthetic,L0041,Tier 3,0.07,0.09,0.7,0.9,1.1,1.05,250,300,275.0,15.6,18,4,12,34,cond=18|age=4|dev=12|total=34,66,Review,0.66,0.6666666666666667,0.04425335570469799,1,RECOMMENDABLE,0.662333
L0396,Louis Vuitton,Jacket,Unisex,category_derived,Leather,M,Like New,4,40204,6859,synthetic,L0374,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,3900,5000,4450.0,37.18,8,4,30,42,cond=8|age=4|dev=30|total=42,58,Review,0.58,0.7777777777777778,0.17060491493383742,1,RECOMMENDABLE,0.649222
L0397,Neeru's,Lehenga,Women,category_derived,Silk,M,New,3,9742,639,synthetic,L0232,Tier 4,0.09,0.11,1.0,1.0,1.1,1.05,1000,1200,1100.0,36.1,0,0,30,30,cond=0|age=0|dev=30|total=30,70,Review,0.7,0.8333333333333334,0.0655922808458222,1,RECOMMENDABLE,0.746667
L0398,Louis Vuitton,Shirt,Unisex,category_derived,Linen,XS,Used,5,66117,5506,synthetic,L0037,Tier 5,0.11,0.14,0.7,0.9,1.0,1.03,4700,6000,5350.0,0.0,18,4,0,22,cond=18|age=4|dev=0|total=22,78,Approve,0.78,0.7222222222222222,0.08327661569641696,1,RECOMMENDABLE,0.759778
L0399,Raw Mango,Saree,Women,category_derived,Silk,M,Like New,9,19798,2106,synthetic,L0296,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,1800,2300,2050.0,0.0,8,8,0,16,cond=8|age=8|dev=0|total=16,84,Approve,0.84,0.5,0.10637438125063138,1,RECOMMENDABLE,0.721
L0400,H&M,Dress,Women,category_derived,Cotton,S,Like New,10,992,35,synthetic,L0182,Tier 1,0.05,0.06,0.9,0.8,1.05,1.0,40,40,40.0,12.5,8,12,12,32,cond=8|age=12|dev=12|total=32,68,Review,0.68,0.4444444444444444,0.03528225806451613,1,RECOMMENDABLE,0.597556
L0403,Vishal Mega Mart,Top,Women,category_derived,Polyester,L,Like New,10,1090,26,synthetic,L0277,Tier 1,0.05,0.06,0.9,0.8,1.0,1.0,40,50,45.0,35.0,8,12,20,40,cond=8|age=12|dev=20|total=40,60,Review,0.6,0.4444444444444444,0.023853211009174313,1,RECOMMENDABLE,0.545556
L0405,Burberry,Jacket,Unisex,category_derived,Cotton,XS,Used,8,24888,1685,synthetic,L0375,Tier 5,0.11,0.14,0.7,0.8,1.05,1.0,1600,2000,1800.0,0.0,18,8,0,26,cond=18|age=8|dev=0|total=26,74,Approve,0.74,0.5555555555555556,0.06770331083252973,1,RECOMMENDABLE,0.675444
L0406,Anita Dongre,Lehenga,Women,category_derived,Silk,S,Like New,1,20595,1540,synthetic,L0297,Tier 5,0.11,0.14,0.9,1.0,1.1,1.05,2400,3000,2700.0,35.8333,8,0,30,38,cond=8|age=0|dev=30|total=38,62,Review,0.62,0.9444444444444444,0.07477543092983734,1,RECOMMENDABLE,0.733556
L0408,Tarun Tahiliani,Saree,Women,category_derived,Silk,M,Used,7,72282,5603,synthetic,L0021,Tier 5,0.11,0.14,0.7,0.8,1.1,1.05,5100,6500,5800.0,0.0,18,8,0,26,cond=18|age=8|dev=0|total=26,74,Approve,0.74,0.6111111111111112,0.07751584073489942,1,RECOMMENDABLE,0.694889
L0409,House of Masaba,Saree,Women,category_derived,Silk,M,Like New,7,13322,1498,synthetic,L0105,Tier 4,0.09,0.11,0.9,0.8,1.1,1.05,1000,1200,1100.0,24.8333,8,8,20,36,cond=8|age=8|dev=20|total=36,64,Review,0.64,0.6111111111111112,0.11244557874193065,1,RECOMMENDABLE,0.629889
L0410,Armani,Jacket,Unisex,category_derived,Leather,S,Used,13,52230,3425,synthetic,L0038,Tier 5,0.11,0.14,0.7,0.7,1.05,1.05,3100,4000,3550.0,0.0,18,16,0,34,cond=18|age=16|dev=0|total=34,66,Review,0.66,0.2777777777777778,0.06557533984300211,1,RECOMMENDABLE,0.526222
L0411,Prada,Dress,Women,category_derived,Silk,S,Used,5,80407,9840,synthetic,L0140,Tier 5,0.11,0.14,0.7,0.9,1.05,1.05,6100,7800,6950.0,26.1538,18,4,20,42,cond=18|age=4|dev=20|total=42,58,Review,0.58,0.7222222222222222,0.12237740495230515,1,RECOMMENDABLE,0.629778
L0412,Max Fashion,Jeans,Unisex,category_derived,Denim,L,Like New,3,971,46,synthetic,L0129,Tier 1,0.05,0.06,0.9,1.0,0.95,1.0,40,50,45.0,0.0,8,0,0,8,cond=8|age=0|dev=0|total=8,92,Approve,0.92,0.8333333333333334,0.04737384140061792,1,RECOMMENDABLE,0.889667
L0413,Anouk,Saree,Women,category_derived,Cotton,S,Like New,7,1908,65,synthetic,L0067,Tier 2,0.06,0.07,0.9,0.8,1.1,1.0,90,110,100.0,27.7778,8,8,20,36,cond=8|age=8|dev=20|total=36,64,Review,0.64,0.6111111111111112,0.034067085953878404,1,RECOMMENDABLE,0.629889
L0414,Global Desi,Saree,Women,category_derived,Silk,M,Like New,5,1296,44,synthetic,L0190,Tier 2,0.06,0.07,0.9,0.9,1.1,1.05,70,80,75.0,37.1429,8,4,30,42,cond=8|age=4|dev=30|total=42,58,Review,0.58,0.7222222222222222,0.033950617283950615,1,RECOMMENDABLE,0.629778
L0416,Anita Dongre,Ethnic Wear,Unisex,category_derived,Silk,M,Used,14,21370,1599,synthetic,L0080,Tier 5,0.11,0.14,0.7,0.7,1.1,1.05,1300,1700,1500.0,0.0,18,16,0,34,cond=18|age=16|dev=0|total=34,66,Review,0.66,0.2222222222222222,0.07482452035563875,1,RECOMMENDABLE,0.506778
L0418,American Eagle,Jeans,Unisex,category_derived,Denim,XS,Like New,7,8118,541,synthetic,L0115,Tier 4,0.09,0.11,0.9,0.8,0.95,1.0,500,600,550.0,0.0,8,8,0,16,cond=8|age=8|dev=0|total=16,84,Approve,0.84,0.6111111111111112,0.0666420300566642,1,RECOMMENDABLE,0.759889
L0419,Louis Vuitton,Jacket,Unisex,category_derived,Leather,M,Like New,11,166168,13407,synthetic,L0180,Tier 5,0.11,0.14,0.9,0.7,1.05,1.05,12700,16200,14450.0,0.0,8,12,0,20,cond=8|age=12|dev=0|total=20,80,Approve,0.8,0.38888888888888884,0.08068340474700303,1,RECOMMENDABLE,0.656111
L0420,FBB,Ethnic Wear,Unisex,category_derived,Cotton,S,New,3,903,57,synthetic,L0060,Tier 1,0.05,0.06,1.0,1.0,1.1,1.0,50,60,55.0,0.0,0,0,0,0,cond=0|age=0|dev=0|total=0,100,Approve,1.0,0.8333333333333334,0.06312292358803986,1,RECOMMENDABLE,0.941667
L0421,Prada,Dress,Women,category_derived,Silk,S,Like New,4,108846,13020,synthetic,L0177,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,10700,13600,12150.0,0.0,8,4,0,12,cond=8|age=4|dev=0|total=12,88,Approve,0.88,0.7777777777777778,0.11961854363045037,1,RECOMMENDABLE,0.844222
L0423,Tommy Hilfiger,Shirt,Unisex,category_derived,Cotton,L,Like New,5,10382,862,synthetic,L0344,Tier 4,0.09,0.11,0.9,0.9,1.0,1.0,750,950,850.0,0.0,8,4,0,12,cond=8|age=4|dev=0|total=12,88,Approve,0.88,0.7222222222222222,0.08302831824311308,1,RECOMMENDABLE,0.824778
L0424,Mufti,Shirt,Unisex,category_derived,Cotton,S,Like New,7,5248,510,synthetic,L0340,Tier 4,0.09,0.11,0.9,0.8,1.0,1.0,350,400,375.0,27.5,8,8,20,36,cond=8|age=8|dev=20|total=36,64,Review,0.64,0.6111111111111112,0.09717987804878049,1,RECOMMENDABLE,0.629889
L0425,W for Woman,Ethnic Wear,Unisex,category_derived,Silk,S,Used,8,1500,86,synthetic,L0099,Tier 2,0.06,0.07,0.7,0.8,1.1,1.05,60,70,65.0,22.8571,18,8,20,46,cond=18|age=8|dev=20|total=46,54,Review,0.54,0.5555555555555556,0.05733333333333333,1,RECOMMENDABLE,0.545444
L0426,Sabyasachi,Ethnic Wear,Unisex,category_derived,Silk,M,New,3,93293,18780,synthetic,L0001,Tier 5,0.11,0.14,1.0,1.0,1.1,1.05,11900,15100,13500.0,24.3709,0,0,20,20,cond=0|age=0|dev=20|total=20,80,Review,0.8,0.8333333333333334,0.20130127662311212,1,RECOMMENDABLE,0.811667
L0427,Raw Mango,Saree,Women,category_derived,Silk,S,Used,7,25061,1441,synthetic,L0346,Tier 5,0.11,0.14,0.7,0.8,1.1,1.05,1800,2300,2050.0,19.9444,18,8,12,38,cond=18|age=8|dev=12|total=38,62,Review,0.62,0.6111111111111112,0.05749970073021827,1,RECOMMENDABLE,0.616889
L0428,Mufti,Shirt,Unisex,category_derived,Cotton,L,Like New,5,6026,499,synthetic,L0340,Tier 4,0.09,0.11,0.9,0.9,1.0,1.0,450,550,500.0,0.0,8,4,0,12,cond=8|age=4|dev=0|total=12,88,Approve,0.88,0.7222222222222222,0.08280783272485895,1,RECOMMENDABLE,0.824778
L0429,Under Armour,Activewear,Unisex,category_derived,Polyester,M,New,1,8018,527,synthetic,L0116,Tier 4,0.09,0.11,1.0,1.0,0.95,1.0,700,850,775.0,24.7143,0,0,20,20,cond=0|age=0|dev=20|total=20,80,Review,0.8,0.9444444444444444,0.0657271139935146,1,RECOMMENDABLE,0.850556
L0430,Rohit Bal,Ethnic Wear,Unisex,category_derived,Silk,S,Like New,15,25337,2451,synthetic,L0323,Tier 5,0.11,0.14,0.9,0.7,1.1,1.05,2000,2600,2300.0,0.0,8,16,0,24,cond=8|age=16|dev=0|total=24,76,Approve,0.76,0.16666666666666663,0.0967359987370249,1,RECOMMENDABLE,0.552333
L0432,Aurelia,Kurta,Unisex,category_derived,Cotton,L,New,1,3748,284,synthetic,L0357,Tier 3,0.07,0.09,1.0,1.0,1.0,1.0,250,350,300.0,0.0,0,0,0,0,cond=0|age=0|dev=0|total=0,100,Approve,1.0,0.9444444444444444,0.07577374599786553,1,RECOMMENDABLE,0.980556
L0434,Tommy Hilfiger,Shirt,Unisex,category_derived,Cotton,XL,Used,13,10504,479,synthetic,L0369,Tier 4,0.09,0.11,0.7,0.7,1.0,1.0,450,550,500.0,0.0,18,16,0,34,cond=18|age=16|dev=0|total=34,66,Review,0.66,0.2777777777777778,0.0456016755521706,1,RECOMMENDABLE,0.526222
L0435,Roadster,Jeans,Unisex,category_derived,Denim,M,Like New,9,4992,162,synthetic,L0362,Tier 3,0.07,0.09,0.9,0.8,0.95,1.0,250,300,275.0,35.2,8,8,30,46,cond=8|age=8|dev=30|total=46,54,Review,0.54,0.5,0.03245192307692308,1,RECOMMENDABLE,0.526
L0436,Mufti,Shirt,Unisex,category_derived,Linen,XS,Used,13,3589,179,synthetic,L0200,Tier 3,0.07,0.09,0.7,0.7,1.0,1.03,130,160,145.0,11.875,18,16,12,46,cond=18|age=16|dev=12|total=46,54,Review,0.54,0.2777777777777778,0.049874616884926164,1,RECOMMENDABLE,0.448222
L0437,Red Tape,Shirt,Unisex,category_derived,Linen,S,New,4,1148,37,synthetic,L0181,Tier 1,0.05,0.06,1.0,0.9,1.0,1.03,50,60,55.0,26.0,0,4,20,24,cond=0|age=4|dev=20|total=24,76,Review,0.76,0.7777777777777778,0.032229965156794424,1,RECOMMENDABLE,0.766222
L0439,Marks & Spencer,Dress,Women,category_derived,Cotton,XS,Used,10,8384,385,synthetic,L0240,Tier 4,0.09,0.11,0.7,0.8,1.05,1.0,450,550,500.0,14.4444,18,12,12,42,cond=18|age=12|dev=12|total=42,58,Review,0.58,0.4444444444444444,0.045920801526717556,1,RECOMMENDABLE,0.532556
L0440,Anouk,Kurta,Unisex,category_derived,Cotton,M,Like New,8,3764,231,synthetic,L0220,Tier 3,0.07,0.09,0.9,0.8,1.0,1.0,190,250,220.0,0.0,8,8,0,16,cond=8|age=8|dev=0|total=16,84,Approve,0.84,0.5555555555555556,0.061370882040382574,1,RECOMMENDABLE,0.740444
L0441,Mufti,Shirt,Unisex,category_derived,Linen,M,Used,12,4139,112,synthetic,L0168,Tier 3,0.07,0.09,0.7,0.7,1.0,1.03,150,190,170.0,25.3333,18,12,20,50,cond=18|age=12|dev=20|total=50,50,Review,0.5,0.33333333333333337,0.027059676250302006,1,RECOMMENDABLE,0.441667
L0443,Aurelia,Ethnic Wear,Unisex,category_derived,Cotton,S,Like New,1,643,22,synthetic,L0127,Tier 1,0.05,0.06,0.9,1.0,1.1,1.0,30,40,35.0,26.6667,8,0,20,28,cond=8|age=0|dev=20|total=28,72,Review,0.72,0.9444444444444444,0.03421461897356143,1,RECOMMENDABLE,0.798556
L0444,Zudio,Shirt,Unisex,category_derived,Cotton,M,Like New,1,353,13,synthetic,L0112,Tier 1,0.05,0.06,0.9,1.0,1.0,1.0,20,20,20.0,35.0,8,0,20,28,cond=8|age=0|dev=20|total=28,72,Review,0.72,0.9444444444444444,0.036827195467422094,1,RECOMMENDABLE,0.798556
L0445,Style Bazaar,Top,Women,category_derived,Polyester,L,Used,10,286,12,synthetic,L0084,Tier 1,0.05,0.06,0.7,0.8,1.0,1.0,10,10,10.0,20.0,18,12,12,42,cond=18|age=12|dev=12|total=42,58,Review,0.58,0.4444444444444444,0.04195804195804196,1,RECOMMENDABLE,0.532556
L0446,Zara,Dress,Women,category_derived,Linen,S,Used,4,10494,765,synthetic,L0367,Tier 4,0.09,0.11,0.7,0.9,1.05,1.03,650,800,725.0,0.0,18,4,0,22,cond=18|age=4|dev=0|total=22,78,Approve,0.78,0.7777777777777778,0.07289879931389365,1,RECOMMENDABLE,0.779222
L0449,Zudio,Top,Women,category_derived,Cotton,XL,Like New,8,977,52,synthetic,L0326,Tier 1,0.05,0.06,0.9,0.8,1.0,1.0,40,40,40.0,30.0,8,8,20,36,cond=8|age=8|dev=20|total=36,64,Review,0.64,0.5555555555555556,0.05322415557830092,1,RECOMMENDABLE,0.610444
L0450,Easybuy,Shirt,Unisex,category_derived,Cotton,M,New,2,1548,99,synthetic,L0276,Tier 2,0.06,0.07,1.0,1.0,1.0,1.0,90,110,100.0,0.0,0,0,0,0,cond=0|age=0|dev=0|total=0,100,Approve,1.0,0.8888888888888888,0.06395348837209303,1,RECOMMENDABLE,0.961111
L0451,Tommy Hilfiger,Shirt,Unisex,category_derived,Cotton,L,Like New,7,6032,607,synthetic,L0045,Tier 4,0.09,0.11,0.9,0.8,1.0,1.0,400,500,450.0,21.4,8,8,20,36,cond=8|age=8|dev=20|total=36,64,Review,0.64,0.6111111111111112,0.10062997347480106,1,RECOMMENDABLE,0.629889
L0452,Anita Dongre,Lehenga,Women,category_derived,Silk,M,Like New,6,24099,3072,synthetic,L0254,Tier 5,0.11,0.14,0.9,0.9,1.1,1.05,2500,3200,2850.0,0.0,8,4,0,12,cond=8|age=4|dev=0|total=12,88,Approve,0.88,0.6666666666666667,0.1274741690526578,1,RECOMMENDABLE,0.805333
L0453,Soch,Saree,Women,category_derived,Silk,L,Used,5,3608,213,synthetic,L0306,Tier 3,0.07,0.09,0.7,0.9,1.1,1.05,180,250,215.0,0.0,18,4,0,22,cond=18|age=4|dev=0|total=22,78,Approve,0.78,0.7222222222222222,0.05903547671840355,1,RECOMMENDABLE,0.759778
L0454,Tommy Hilfiger,Shirt,Unisex,category_derived,Cotton,M,Like New,11,11198,996,synthetic,L0369,Tier 4,0.09,0.11,0.9,0.7,1.0,1.0,650,800,725.0,24.5,8,12,20,40,cond=8|age=12|dev=20|total=40,60,Review,0.6,0.38888888888888884,0.08894445436685122,1,RECOMMENDABLE,0.526111
L0455,Roadster,Jeans,Unisex,category_derived,Denim,XL,New,1,1013,75,synthetic,L0009,Tier 1,0.05,0.06,1.0,1.0,0.95,1.0,50,60,55.0,25.0,0,0,20,20,cond=0|age=0|dev=20|total=20,80,Review,0.8,0.9444444444444444,0.07403751233958539,1,RECOMMENDABLE,0.850556
L0456,Levi's,Jeans,Unisex,category_derived,Denim,M,Used,5,7800,595,synthetic,L0272,Tier 4,0.09,0.11,0.7,0.9,0.95,1.0,400,500,450.0,19.0,18,4,12,34,cond=18|age=4|dev=12|total=34,66,Review,0.66,0.7222222222222222,0.07628205128205129,1,RECOMMENDABLE,0.681778
L0458,Under Armour,Activewear,Unisex,category_derived,Polyester,L,Used,13,10727,516,synthetic,L0248,Tier 4,0.09,0.11,0.7,0.7,0.95,1.0,450,550,500.0,0.0,18,16,0,34,cond=18|age=16|dev=0|total=34,66,Review,0.66,0.2777777777777778,0.04810291787079333,1,RECOMMENDABLE,0.526222
L0459,Spykar,Shirt,Unisex,category_derived,Cotton,M,New,1,1230,75,synthetic,L0175,Tier 2,0.06,0.07,1.0,1.0,1.0,1.0,70,90,80.0,0.0,0,0,0,0,cond=0|age=0|dev=0|total=0,100,Approve,1.0,0.9444444444444444,0.06097560975609756,1,RECOMMENDABLE,0.980556
L0460,Style Bazaar,Top,Women,category_derived,Polyester,XS,Like New,3,827,40,synthetic,L0206,Tier 1,0.05,0.06,0.9,1.0,1.0,1.0,40,40,40.0,0.0,8,0,0,8,cond=8|age=0|dev=0|total=8,92,Approve,0.92,0.8333333333333334,0.04836759371221282,1,RECOMMENDABLE,0.889667
L0462,Nalli,Saree,Women,category_derived,Silk,S,Used,5,9460,426,synthetic,L0231,Tier 4,0.09,0.11,0.7,0.9,1.1,1.05,600,750,675.0,29.0,18,4,20,42,cond=18|age=4|dev=20|total=42,58,Review,0.58,0.7222222222222222,0.04503171247357294,1,RECOMMENDABLE,0.629778
L0463,Prada,Dress,Women,category_derived,Silk,M,Like New,9,91014,8635,synthetic,L0051,Tier 5,0.11,0.14,0.9,0.8,1.05,1.05,7900,10100,9000.0,0.0,8,8,0,16,cond=8|age=8|dev=0|total=16,84,Approve,0.84,0.5,0.09487551365723955,1,RECOMMENDABLE,0.721
L0464,Max Fashion,Jeans,Unisex,category_derived,Denim,S,Like New,9,2728,224,synthetic,L0283,Tier 3,0.07,0.09,0.9,0.8,0.95,1.0,130,170,150.0,31.7647,8,8,20,36,cond=8|age=8|dev=20|total=36,64,Review,0.64,0.5,0.08211143695014662,1,RECOMMENDABLE,0.591
L0465,Meena Bazaar,Ethnic Wear,Unisex,category_derived,Silk,S,Used,9,10927,495,synthetic,L0233,Tier 4,0.09,0.11,0.7,0.8,1.1,1.05,650,800,725.0,23.8462,18,8,20,46,cond=18|age=8|dev=20|total=46,54,Review,0.54,0.5,0.045300631463347674,1,RECOMMENDABLE,0.526
L0466,Style Bazaar,Top,Women,category_derived,Cotton,M,Like New,4,1335,66,synthetic,L0279,Tier 2,0.06,0.07,0.9,0.9,1.0,1.0,60,80,70.0,0.0,8,4,0,12,cond=8|age=4|dev=0|total=12,88,Approve,0.88,0.7777777777777778,0.04943820224719101,1,RECOMMENDABLE,0.844222
