listing_id,source_listing_id,data_source,brand,category,gender,gender_source,gender_conflict_flag,material,size,condition,condition_token,age_months,age_bin_token,older_listing_flag,listing_lifecycle_action,age_policy_override_applied,original_price,provider_price,tier_primary,deviation_M,condition_penalty,age_penalty,deviation_penalty,total_penalty,final_quality_score_0_100,final_listing_decision,decision_label,effective_listing_decision,effective_decision_label,final_reviewer_note,split_set,listing_parent_id,gender_variant_type,gender_policy_override_applied,gender_policy_reason
L0231,L0231,manual,Nalli,Saree,Women,category_derived,0,Silk,L,New,1,1,1,0,active_current_cycle,0,9500,1300,Tier 4,8.3333,0,0,5,5,95,Approve,0,Approve,0,Price deviation penalty -5,train,L0231,base,0,allowed_gender_selection
L0231__G_MEN,L0231,manual,Nalli,Saree,Men,user_selected,1,Silk,L,New,1,1,1,0,active_current_cycle,0,9500,1300,Tier 4,8.3333,0,0,5,5,95,Approve,0,Review,1,Price deviation penalty -5,train,L0231,explicit_men_conflict,1,gender_category_conflict_review
L0232,L0232,manual,Neeru's,Lehenga,Women,category_derived,0,Silk,M,Like New,2,4,2,0,active_current_cycle,0,11000,1000,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,train,L0232,base,0,allowed_gender_selection
L0232__G_MEN,L0232,manual,Neeru's,Lehenga,Men,user_selected,1,Silk,M,Like New,2,4,2,0,active_current_cycle,0,11000,1000,Tier 4,0.0,8,4,0,12,88,Approve,0,Review,1,Condition penalty -8; Age penalty -4,train,L0232,explicit_men_conflict,1,gender_category_conflict_review
L0233,L0233,manual,Meena Bazaar,Ethnic Wear,Unisex,category_derived,0,Silk,S,Used,3,10,4,1,needs_reapproval_or_removal,1,10000,700,Tier 4,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,train,L0233,base,0,allowed_gender_selection
L0233__G_MEN,L0233,manual,Meena Bazaar,Ethnic Wear,Men,user_selected,0,Silk,S,Used,3,10,4,1,needs_reapproval_or_removal,1,10000,700,Tier 4,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,train,L0233,explicit_men_allowed,0,allowed_gender_selection
L0233__G_WOMEN,L0233,manual,Meena Bazaar,Ethnic Wear,Women,user_selected,0,Silk,S,Used,3,10,4,1,needs_reapproval_or_removal,1,10000,700,Tier 4,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,train,L0233,explicit_women_allowed,0,allowed_gender_selection
L0234,L0234,manual,AND,Dress,Women,category_derived,0,Linen,M,New,1,3,1,0,active_current_cycle,0,7200,900,Tier 4,5.8824,0,0,5,5,95,Approve,0,Approve,0,Price deviation penalty -5,train,L0234,base,0,allowed_gender_selection
L0234__G_MEN,L0234,manual,AND,Dress,Men,user_selected,1,Linen,M,New,1,3,1,0,active_current_cycle,0,7200,900,Tier 4,5.8824,0,0,5,5,95,Approve,0,Review,1,Price deviation penalty -5,train,L0234,explicit_men_conflict,1,gender_category_conflict_review
L0235,L0235,manual,Label Ritu Kumar,Ethnic Wear,Unisex,category_derived,0,Silk,L,Like New,2,7,3,0,active_current_cycle,0,12000,1000,Tier 4,0.0,8,8,0,16,84,Approve,0,Approve,0,Condition penalty -8; Age penalty -8,train,L0235,base,0,allowed_gender_selection
L0235__G_MEN,L0235,manual,Label Ritu Kumar,Ethnic Wear,Men,user_selected,0,Silk,L,Like New,2,7,3,0,active_current_cycle,0,12000,1000,Tier 4,0.0,8,8,0,16,84,Approve,0,Approve,0,Condition penalty -8; Age penalty -8,train,L0235,explicit_men_allowed,0,allowed_gender_selection
L0235__G_WOMEN,L0235,manual,Label Ritu Kumar,Ethnic Wear,Women,user_selected,0,Silk,L,Like New,2,7,3,0,active_current_cycle,0,12000,1000,Tier 4,0.0,8,8,0,16,84,Approve,0,Approve,0,Condition penalty -8; Age penalty -8,train,L0235,explicit_women_allowed,0,allowed_gender_selection
L0236,L0236,manual,Masaba,Dress,Women,category_derived,0,Cotton,S,Used,3,9,3,0,active_current_cycle,0,9500,600,Tier 4,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8,train,L0236,base,0,allowed_gender_selection
L0236__G_MEN,L0236,manual,Masaba,Dress,Men,user_selected,1,Cotton,S,Used,3,9,3,0,active_current_cycle,0,9500,600,Tier 4,0.0,18,8,0,26,74,Approve,0,Review,1,Condition penalty -18; Age penalty -8,train,L0236,explicit_men_conflict,1,gender_category_conflict_review
L0237,L0237,manual,House of Masaba,Dress,Women,category_derived,0,Linen,M,Like New,2,5,2,0,active_current_cycle,0,10000,900,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,train,L0237,base,0,allowed_gender_selection
L0237__G_MEN,L0237,manual,House of Masaba,Dress,Men,user_selected,1,Linen,M,Like New,2,5,2,0,active_current_cycle,0,10000,900,Tier 4,0.0,8,4,0,12,88,Approve,0,Review,1,Condition penalty -8; Age penalty -4,train,L0237,explicit_men_conflict,1,gender_category_conflict_review
L0238,L0238,manual,Nicobar,Kurta,Unisex,category_derived,0,Linen,L,New,1,2,1,0,active_current_cycle,0,8000,1000,Tier 4,11.1111,0,0,12,12,88,Approve,0,Approve,0,Price deviation penalty -12,test,L0238,base,0,allowed_gender_selection
L0238__G_MEN,L0238,manual,Nicobar,Kurta,Men,user_selected,0,Linen,L,New,1,2,1,0,active_current_cycle,0,8000,1000,Tier 4,11.1111,0,0,12,12,88,Approve,0,Approve,0,Price deviation penalty -12,test,L0238,explicit_men_allowed,0,allowed_gender_selection
L0238__G_WOMEN,L0238,manual,Nicobar,Kurta,Women,user_selected,0,Linen,L,New,1,2,1,0,active_current_cycle,0,8000,1000,Tier 4,11.1111,0,0,12,12,88,Approve,0,Approve,0,Price deviation penalty -12,test,L0238,explicit_women_allowed,0,allowed_gender_selection
L0239,L0239,manual,Zara,Jacket,Unisex,category_derived,0,Polyester,M,Like New,2,6,2,0,active_current_cycle,0,9000,800,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,val,L0239,base,0,allowed_gender_selection
L0239__G_MEN,L0239,manual,Zara,Jacket,Men,user_selected,0,Polyester,M,Like New,2,6,2,0,active_current_cycle,0,9000,800,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,val,L0239,explicit_men_allowed,0,allowed_gender_selection
L0239__G_WOMEN,L0239,manual,Zara,Jacket,Women,user_selected,0,Polyester,M,Like New,2,6,2,0,active_current_cycle,0,9000,800,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,val,L0239,explicit_women_allowed,0,allowed_gender_selection
L0240,L0240,manual,Marks & Spencer,Dress,Women,category_derived,0,Cotton,S,Used,3,8,3,0,active_current_cycle,0,8500,600,Tier 4,9.0909,18,8,5,31,69,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -5,train,L0240,base,0,allowed_gender_selection
L0240__G_MEN,L0240,manual,Marks & Spencer,Dress,Men,user_selected,1,Cotton,S,Used,3,8,3,0,active_current_cycle,0,8500,600,Tier 4,9.0909,18,8,5,31,69,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -5,train,L0240,explicit_men_conflict,1,gender_category_conflict_review
L0241,L0241,manual,GAP,Jeans,Unisex,category_derived,0,Denim,L,Like New,2,7,3,0,active_current_cycle,0,7800,650,Tier 4,8.3333,8,8,5,21,79,Approve,0,Approve,0,Condition penalty -8; Age penalty -8; Price deviation penalty -5,train,L0241,base,0,allowed_gender_selection
L0241__G_MEN,L0241,manual,GAP,Jeans,Men,user_selected,0,Denim,L,Like New,2,7,3,0,active_current_cycle,0,7800,650,Tier 4,8.3333,8,8,5,21,79,Approve,0,Approve,0,Condition penalty -8; Age penalty -8; Price deviation penalty -5,train,L0241,explicit_men_allowed,0,allowed_gender_selection
L0241__G_WOMEN,L0241,manual,GAP,Jeans,Women,user_selected,0,Denim,L,Like New,2,7,3,0,active_current_cycle,0,7800,650,Tier 4,8.3333,8,8,5,21,79,Approve,0,Approve,0,Condition penalty -8; Age penalty -8; Price deviation penalty -5,train,L0241,explicit_women_allowed,0,allowed_gender_selection
L0242,L0242,manual,American Eagle,Jeans,Unisex,category_derived,0,Denim,M,New,1,2,1,0,active_current_cycle,0,8200,900,Tier 4,5.8824,0,0,5,5,95,Approve,0,Approve,0,Price deviation penalty -5,val,L0242,base,0,allowed_gender_selection
L0242__G_MEN,L0242,manual,American Eagle,Jeans,Men,user_selected,0,Denim,M,New,1,2,1,0,active_current_cycle,0,8200,900,Tier 4,5.8824,0,0,5,5,95,Approve,0,Approve,0,Price deviation penalty -5,val,L0242,explicit_men_allowed,0,allowed_gender_selection
L0242__G_WOMEN,L0242,manual,American Eagle,Jeans,Women,user_selected,0,Denim,M,New,1,2,1,0,active_current_cycle,0,8200,900,Tier 4,5.8824,0,0,5,5,95,Approve,0,Approve,0,Price deviation penalty -5,val,L0242,explicit_women_allowed,0,allowed_gender_selection
L0243,L0243,manual,Mango,Dress,Women,category_derived,0,Linen,S,Like New,2,5,2,0,active_current_cycle,0,9500,900,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,train,L0243,base,0,allowed_gender_selection
L0243__G_MEN,L0243,manual,Mango,Dress,Men,user_selected,1,Linen,S,Like New,2,5,2,0,active_current_cycle,0,9500,900,Tier 4,0.0,8,4,0,12,88,Approve,0,Review,1,Condition penalty -8; Age penalty -4,train,L0243,explicit_men_conflict,1,gender_category_conflict_review
L0244,L0244,manual,Nike,Activewear,Unisex,category_derived,0,Polyester,M,Used,3,9,3,0,active_current_cycle,0,10000,600,Tier 4,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8,train,L0244,base,0,allowed_gender_selection
L0244__G_MEN,L0244,manual,Nike,Activewear,Men,user_selected,0,Polyester,M,Used,3,9,3,0,active_current_cycle,0,10000,600,Tier 4,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8,train,L0244,explicit_men_allowed,0,allowed_gender_selection
L0244__G_WOMEN,L0244,manual,Nike,Activewear,Women,user_selected,0,Polyester,M,Used,3,9,3,0,active_current_cycle,0,10000,600,Tier 4,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8,train,L0244,explicit_women_allowed,0,allowed_gender_selection
L0245,L0245,manual,Adidas,Jacket,Unisex,category_derived,0,Polyester,L,Like New,2,4,2,0,active_current_cycle,0,11000,1100,Tier 4,10.0,8,4,5,17,83,Approve,0,Approve,0,Condition penalty -8; Age penalty -4; Price deviation penalty -5,train,L0245,base,0,allowed_gender_selection
L0245__G_MEN,L0245,manual,Adidas,Jacket,Men,user_selected,0,Polyester,L,Like New,2,4,2,0,active_current_cycle,0,11000,1100,Tier 4,10.0,8,4,5,17,83,Approve,0,Approve,0,Condition penalty -8; Age penalty -4; Price deviation penalty -5,train,L0245,explicit_men_allowed,0,allowed_gender_selection
L0245__G_WOMEN,L0245,manual,Adidas,Jacket,Women,user_selected,0,Polyester,L,Like New,2,4,2,0,active_current_cycle,0,11000,1100,Tier 4,10.0,8,4,5,17,83,Approve,0,Approve,0,Condition penalty -8; Age penalty -4; Price deviation penalty -5,train,L0245,explicit_women_allowed,0,allowed_gender_selection
L0246,L0246,manual,New Balance,Activewear,Unisex,category_derived,0,Polyester,S,New,1,3,1,0,active_current_cycle,0,9500,1100,Tier 4,10.0,0,0,5,5,95,Approve,0,Approve,0,Price deviation penalty -5,train,L0246,base,0,allowed_gender_selection
L0246__G_MEN,L0246,manual,New Balance,Activewear,Men,user_selected,0,Polyester,S,New,1,3,1,0,active_current_cycle,0,9500,1100,Tier 4,10.0,0,0,5,5,95,Approve,0,Approve,0,Price deviation penalty -5,train,L0246,explicit_men_allowed,0,allowed_gender_selection
L0246__G_WOMEN,L0246,manual,New Balance,Activewear,Women,user_selected,0,Polyester,S,New,1,3,1,0,active_current_cycle,0,9500,1100,Tier 4,10.0,0,0,5,5,95,Approve,0,Approve,0,Price deviation penalty -5,train,L0246,explicit_women_allowed,0,allowed_gender_selection
L0247,L0247,manual,Asics,Activewear,Unisex,category_derived,0,Polyester,M,Like New,2,6,2,0,active_current_cycle,0,9000,800,Tier 4,6.6667,8,4,5,17,83,Approve,0,Approve,0,Condition penalty -8; Age penalty -4; Price deviation penalty -5,train,L0247,base,0,allowed_gender_selection
L0247__G_MEN,L0247,manual,Asics,Activewear,Men,user_selected,0,Polyester,M,Like New,2,6,2,0,active_current_cycle,0,9000,800,Tier 4,6.6667,8,4,5,17,83,Approve,0,Approve,0,Condition penalty -8; Age penalty -4; Price deviation penalty -5,train,L0247,explicit_men_allowed,0,allowed_gender_selection
L0247__G_WOMEN,L0247,manual,Asics,Activewear,Women,user_selected,0,Polyester,M,Like New,2,6,2,0,active_current_cycle,0,9000,800,Tier 4,6.6667,8,4,5,17,83,Approve,0,Approve,0,Condition penalty -8; Age penalty -4; Price deviation penalty -5,train,L0247,explicit_women_allowed,0,allowed_gender_selection
L0248,L0248,manual,Under Armour,Activewear,Unisex,category_derived,0,Polyester,L,Used,3,11,4,1,needs_reapproval_or_removal,0,10500,600,Tier 4,9.0909,18,12,5,35,65,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -5,train,L0248,base,0,allowed_gender_selection
L0248__G_MEN,L0248,manual,Under Armour,Activewear,Men,user_selected,0,Polyester,L,Used,3,11,4,1,needs_reapproval_or_removal,0,10500,600,Tier 4,9.0909,18,12,5,35,65,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -5,train,L0248,explicit_men_allowed,0,allowed_gender_selection
L0248__G_WOMEN,L0248,manual,Under Armour,Activewear,Women,user_selected,0,Polyester,L,Used,3,11,4,1,needs_reapproval_or_removal,0,10500,600,Tier 4,9.0909,18,12,5,35,65,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -5,train,L0248,explicit_women_allowed,0,allowed_gender_selection
L0249,L0249,manual,Tommy Hilfiger,Shirt,Unisex,category_derived,0,Cotton,M,Like New,2,5,2,0,active_current_cycle,0,9800,850,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,test,L0249,base,0,allowed_gender_selection
L0249__G_MEN,L0249,manual,Tommy Hilfiger,Shirt,Men,user_selected,0,Cotton,M,Like New,2,5,2,0,active_current_cycle,0,9800,850,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,test,L0249,explicit_men_allowed,0,allowed_gender_selection
L0249__G_WOMEN,L0249,manual,Tommy Hilfiger,Shirt,Women,user_selected,0,Cotton,M,Like New,2,5,2,0,active_current_cycle,0,9800,850,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,test,L0249,explicit_women_allowed,0,allowed_gender_selection
L0250,L0250,manual,Calvin Klein,Jacket,Unisex,category_derived,0,Leather,L,New,1,2,1,0,active_current_cycle,0,12000,1500,Tier 4,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,train,L0250,base,0,allowed_gender_selection
L0250__G_MEN,L0250,manual,Calvin Klein,Jacket,Men,user_selected,0,Leather,L,New,1,2,1,0,active_current_cycle,0,12000,1500,Tier 4,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,train,L0250,explicit_men_allowed,0,allowed_gender_selection
L0250__G_WOMEN,L0250,manual,Calvin Klein,Jacket,Women,user_selected,0,Leather,L,New,1,2,1,0,active_current_cycle,0,12000,1500,Tier 4,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,train,L0250,explicit_women_allowed,0,allowed_gender_selection
L0251,L0251,manual,Diesel,Jeans,Unisex,category_derived,0,Denim,M,Like New,2,7,3,0,active_current_cycle,0,11000,950,Tier 4,11.7647,8,8,12,28,72,Approve,0,Approve,0,Condition penalty -8; Age penalty -8; Price deviation penalty -12,train,L0251,base,0,allowed_gender_selection
L0251__G_MEN,L0251,manual,Diesel,Jeans,Men,user_selected,0,Denim,M,Like New,2,7,3,0,active_current_cycle,0,11000,950,Tier 4,11.7647,8,8,12,28,72,Approve,0,Approve,0,Condition penalty -8; Age penalty -8; Price deviation penalty -12,train,L0251,explicit_men_allowed,0,allowed_gender_selection
L0251__G_WOMEN,L0251,manual,Diesel,Jeans,Women,user_selected,0,Denim,M,Like New,2,7,3,0,active_current_cycle,0,11000,950,Tier 4,11.7647,8,8,12,28,72,Approve,0,Approve,0,Condition penalty -8; Age penalty -8; Price deviation penalty -12,train,L0251,explicit_women_allowed,0,allowed_gender_selection
L0252,L0252,manual,Superdry,Jacket,Unisex,category_derived,0,Polyester,M,Like New,2,6,2,0,active_current_cycle,0,10500,950,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,val,L0252,base,0,allowed_gender_selection
L0252__G_MEN,L0252,manual,Superdry,Jacket,Men,user_selected,0,Polyester,M,Like New,2,6,2,0,active_current_cycle,0,10500,950,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,val,L0252,explicit_men_allowed,0,allowed_gender_selection
L0252__G_WOMEN,L0252,manual,Superdry,Jacket,Women,user_selected,0,Polyester,M,Like New,2,6,2,0,active_current_cycle,0,10500,950,Tier 4,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,val,L0252,explicit_women_allowed,0,allowed_gender_selection
L0253,L0253,manual,Raw Mango,Saree,Women,category_derived,0,Silk,L,New,1,2,1,0,active_current_cycle,0,18000,2700,Tier 5,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,train,L0253,base,0,allowed_gender_selection
L0253__G_MEN,L0253,manual,Raw Mango,Saree,Men,user_selected,1,Silk,L,New,1,2,1,0,active_current_cycle,0,18000,2700,Tier 5,0.0,0,0,0,0,100,Approve,0,Review,1,Within expected quality and pricing tolerance,train,L0253,explicit_men_conflict,1,gender_category_conflict_review
L0254,L0254,manual,Anita Dongre,Lehenga,Women,category_derived,0,Silk,M,Like New,2,5,2,0,active_current_cycle,0,22000,2500,Tier 5,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,train,L0254,base,0,allowed_gender_selection
L0254__G_MEN,L0254,manual,Anita Dongre,Lehenga,Men,user_selected,1,Silk,M,Like New,2,5,2,0,active_current_cycle,0,22000,2500,Tier 5,0.0,8,4,0,12,88,Approve,0,Review,1,Condition penalty -8; Age penalty -4,train,L0254,explicit_men_conflict,1,gender_category_conflict_review
L0255,L0255,manual,Sabyasachi,Saree,Women,category_derived,0,Silk,S,Used,3,10,4,1,needs_reapproval_or_removal,1,25000,2000,Tier 5,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,train,L0255,base,0,allowed_gender_selection
L0255__G_MEN,L0255,manual,Sabyasachi,Saree,Men,user_selected,1,Silk,S,Used,3,10,4,1,needs_reapproval_or_removal,1,25000,2000,Tier 5,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,train,L0255,explicit_men_conflict,1,gender_category_conflict_review
L0256,L0256,manual,Tarun Tahiliani,Lehenga,Women,category_derived,0,Silk,M,New,1,3,1,0,active_current_cycle,0,28000,4200,Tier 5,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,train,L0256,base,0,allowed_gender_selection
L0256__G_MEN,L0256,manual,Tarun Tahiliani,Lehenga,Men,user_selected,1,Silk,M,New,1,3,1,0,active_current_cycle,0,28000,4200,Tier 5,0.0,0,0,0,0,100,Approve,0,Review,1,Within expected quality and pricing tolerance,train,L0256,explicit_men_conflict,1,gender_category_conflict_review
L0257,L0257,manual,Rohit Bal,Ethnic Wear,Unisex,category_derived,0,Silk,L,Like New,2,7,3,0,active_current_cycle,0,24000,2500,Tier 5,0.0,8,8,0,16,84,Approve,0,Approve,0,Condition penalty -8; Age penalty -8,val,L0257,base,0,allowed_gender_selection
L0257__G_MEN,L0257,manual,Rohit Bal,Ethnic Wear,Men,user_selected,0,Silk,L,Like New,2,7,3,0,active_current_cycle,0,24000,2500,Tier 5,0.0,8,8,0,16,84,Approve,0,Approve,0,Condition penalty -8; Age penalty -8,val,L0257,explicit_men_allowed,0,allowed_gender_selection
L0257__G_WOMEN,L0257,manual,Rohit Bal,Ethnic Wear,Women,user_selected,0,Silk,L,Like New,2,7,3,0,active_current_cycle,0,24000,2500,Tier 5,0.0,8,8,0,16,84,Approve,0,Approve,0,Condition penalty -8; Age penalty -8,val,L0257,explicit_women_allowed,0,allowed_gender_selection
L0258,L0258,manual,Anamika Khanna,Lehenga,Women,category_derived,0,Silk,M,Used,3,12,4,1,needs_reapproval_or_removal,1,26000,2000,Tier 5,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,train,L0258,base,0,allowed_gender_selection
L0258__G_MEN,L0258,manual,Anamika Khanna,Lehenga,Men,user_selected,1,Silk,M,Used,3,12,4,1,needs_reapproval_or_removal,1,26000,2000,Tier 5,0.0,18,12,0,30,70,Approve,0,Review,1,Condition penalty -18; Age penalty -12,train,L0258,explicit_men_conflict,1,gender_category_conflict_review
L0259,L0259,manual,Gucci,Jacket,Unisex,category_derived,0,Leather,L,New,1,2,1,0,active_current_cycle,0,30000,4500,Tier 5,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,val,L0259,base,0,allowed_gender_selection
L0259__G_MEN,L0259,manual,Gucci,Jacket,Men,user_selected,0,Leather,L,New,1,2,1,0,active_current_cycle,0,30000,4500,Tier 5,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,val,L0259,explicit_men_allowed,0,allowed_gender_selection
L0259__G_WOMEN,L0259,manual,Gucci,Jacket,Women,user_selected,0,Leather,L,New,1,2,1,0,active_current_cycle,0,30000,4500,Tier 5,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,val,L0259,explicit_women_allowed,0,allowed_gender_selection
L0260,L0260,manual,Louis Vuitton,Jacket,Unisex,category_derived,0,Leather,M,Like New,2,4,2,0,active_current_cycle,0,32000,4000,Tier 5,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,val,L0260,base,0,allowed_gender_selection
L0260__G_MEN,L0260,manual,Louis Vuitton,Jacket,Men,user_selected,0,Leather,M,Like New,2,4,2,0,active_current_cycle,0,32000,4000,Tier 5,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,val,L0260,explicit_men_allowed,0,allowed_gender_selection
L0260__G_WOMEN,L0260,manual,Louis Vuitton,Jacket,Women,user_selected,0,Leather,M,Like New,2,4,2,0,active_current_cycle,0,32000,4000,Tier 5,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,val,L0260,explicit_women_allowed,0,allowed_gender_selection
L0261,L0261,manual,Prada,Dress,Women,category_derived,0,Silk,S,Used,3,9,3,0,active_current_cycle,0,27000,2500,Tier 5,8.6957,18,8,5,31,69,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -5,train,L0261,base,0,allowed_gender_selection
L0261__G_MEN,L0261,manual,Prada,Dress,Men,user_selected,1,Silk,S,Used,3,9,3,0,active_current_cycle,0,27000,2500,Tier 5,8.6957,18,8,5,31,69,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -5,train,L0261,explicit_men_conflict,1,gender_category_conflict_review
L0262,L0262,manual,Armani,Shirt,Unisex,category_derived,0,Linen,M,Like New,2,6,2,0,active_current_cycle,0,21000,2000,Tier 5,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,train,L0262,base,0,allowed_gender_selection
L0262__G_MEN,L0262,manual,Armani,Shirt,Men,user_selected,0,Linen,M,Like New,2,6,2,0,active_current_cycle,0,21000,2000,Tier 5,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,train,L0262,explicit_men_allowed,0,allowed_gender_selection
L0262__G_WOMEN,L0262,manual,Armani,Shirt,Women,user_selected,0,Linen,M,Like New,2,6,2,0,active_current_cycle,0,21000,2000,Tier 5,0.0,8,4,0,12,88,Approve,0,Approve,0,Condition penalty -8; Age penalty -4,train,L0262,explicit_women_allowed,0,allowed_gender_selection
L0263,L0263,manual,Versace,Dress,Women,category_derived,0,Silk,L,New,1,1,1,0,active_current_cycle,0,29000,4500,Tier 5,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,test,L0263,base,0,allowed_gender_selection
L0263__G_MEN,L0263,manual,Versace,Dress,Men,user_selected,1,Silk,L,New,1,1,1,0,active_current_cycle,0,29000,4500,Tier 5,0.0,0,0,0,0,100,Approve,0,Review,1,Within expected quality and pricing tolerance,test,L0263,explicit_men_conflict,1,gender_category_conflict_review
L0264,L0264,manual,Burberry,Jacket,Unisex,category_derived,0,Cotton,M,Used,3,11,4,1,needs_reapproval_or_removal,0,26000,2000,Tier 5,5.2632,18,12,5,35,65,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -5,train,L0264,base,0,allowed_gender_selection
L0264__G_MEN,L0264,manual,Burberry,Jacket,Men,user_selected,0,Cotton,M,Used,3,11,4,1,needs_reapproval_or_removal,0,26000,2000,Tier 5,5.2632,18,12,5,35,65,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -5,train,L0264,explicit_men_allowed,0,allowed_gender_selection
L0264__G_WOMEN,L0264,manual,Burberry,Jacket,Women,user_selected,0,Cotton,M,Used,3,11,4,1,needs_reapproval_or_removal,0,26000,2000,Tier 5,5.2632,18,12,5,35,65,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -5,train,L0264,explicit_women_allowed,0,allowed_gender_selection
L0265,L0265,manual,Balenciaga,Jacket,Unisex,category_derived,0,Leather,L,Like New,2,5,2,0,active_current_cycle,0,31000,4000,Tier 5,2.5641,8,4,5,17,83,Approve,0,Approve,0,Condition penalty -8; Age penalty -4; Price deviation penalty -5,val,L0265,base,0,allowed_gender_selection
L0265__G_MEN,L0265,manual,Balenciaga,Jacket,Men,user_selected,0,Leather,L,Like New,2,5,2,0,active_current_cycle,0,31000,4000,Tier 5,2.5641,8,4,5,17,83,Approve,0,Approve,0,Condition penalty -8; Age penalty -4; Price deviation penalty -5,val,L0265,explicit_men_allowed,0,allowed_gender_selection
L0265__G_WOMEN,L0265,manual,Balenciaga,Jacket,Women,user_selected,0,Leather,L,Like New,2,5,2,0,active_current_cycle,0,31000,4000,Tier 5,2.5641,8,4,5,17,83,Approve,0,Approve,0,Condition penalty -8; Age penalty -4; Price deviation penalty -5,val,L0265,explicit_women_allowed,0,allowed_gender_selection
L0266,L0266,manual,Dolce & Gabbana,Dress,Women,category_derived,0,Silk,S,New,1,3,1,0,active_current_cycle,0,28000,4200,Tier 5,0.0,0,0,0,0,100,Approve,0,Approve,0,Within expected quality and pricing tolerance,train,L0266,base,0,allowed_gender_selection
L0266__G_MEN,L0266,manual,Dolce & Gabbana,Dress,Men,user_selected,1,Silk,S,New,1,3,1,0,active_current_cycle,0,28000,4200,Tier 5,0.0,0,0,0,0,100,Approve,0,Review,1,Within expected quality and pricing tolerance,train,L0266,explicit_men_conflict,1,gender_category_conflict_review
